Compound,Compound ID,Formula,Description,Link,Neutral mass (Da),m/z,Retention time (min),Score,Fragmentation Score,Mass Error (ppm),Isotope Similarity,Adducts,1.1,1.2,2.1,2.2,3.1,3.2,4.1,4.2,5.1,5.2,6.1,6.2
14.09_831.4896m/z,19278,C16H32N8O5,Asn Lys Arg,,,831.489649004254,14.0912333333333,38.8,0,-2.65092003194946,97.0712406353859,2M-H,0.0,0.0,0.0,0.0,34.9370881018794,8.81066888570467,122.106770408129,39.3176018894817,31.8137274724808,17.6042175292886,65.994660258326,34.1343607064897
14.08_815.4905m/z,CSID113377336,C46H73O10P,"(6Z,9Z,12Z,15Z,23R,29S)-26,29,30-Trihydroxy-26-oxido-20-oxo-21,25,27-trioxa-26λ~5~-phosphatriaconta-6,9,12,15-tetraen-23-yl (5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-icosapentaenoate",http://nonlinear.com/redirect/outbound?p=chemspider&param=113377336,,815.49045494603,14.07695,33.6,0,4.40465874204477,73.1964421579763,M-H,10.7394914361319,2174.67996203023,8.70755339050389,3827.32613801864,40.4353025785343,0.0,12.8283420750445,0.0,0.0,1.93148809671447,0.0,0.0
14.06_421.2250m/z,1009302,C24H32N4O4,"N-(oxolan-2-ylmethyl)-2-[6-oxo-3-(pyrrolidine-1-carbonyl)-7,8,9,10-tetrahydro-6aH-pyrido[1,2-a]quinoxalin-5-yl]acetamide",,,421.22503383129,14.0626833333333,34.9,0,1.17986741610182,76.0254056387441,M-H2O-H,75.8975892381226,96.6808520719097,80.3566160184778,92.9326411062731,86.3723680937082,93.174645389274,79.5776557562974,79.8307282905185,89.0484571189753,100.729171752906,87.3587138568632,110.605529696673
14.06_393.1718m/z,1000703,C25H22N4O,2-(4-methylphenyl)-N-[(2-methylphenyl)methyl]-4-pyridin-4-ylpyrimidine-5-carboxamide,,,393.171775521732,14.0626833333333,34.8,0,-0.78489793940472,74.9578908637376,M-H,9.60592657327368,12.9921723604174,6.24294555458332,9.70278191779059,11.9630877424415,7.70437622070367,8.39630129933218,8.38894653320696,8.89224586112088,8.14134521379162,11.0554351806758,10.0597229003919
14.06_353.2099m/z,1006655,C19H26N6O,"N-cyclopropyl-1-(7,8,9,10-tetrahydro-6H-purino[9,8-a]azepin-4-yl)piperidine-3-carboxamide",,,353.20988729512,14.0626833333333,35.9,0,1.00007941629763,80.8175832923467,M-H,83.1134643554626,120.840653857396,89.8034960065526,115.608920793421,94.5515786559239,118.002814775468,92.890354475889,100.349174938297,92.9902477826259,120.126602952694,103.93981933595,147.248724941486
14.06_337.2040m/z,1000821,C20H26N4O,(4-methylpiperidin-1-yl)-(4-piperidin-1-ylquinazolin-6-yl)methanone,,,337.204030745669,14.0626833333333,35.4,0,1.90918017321976,79.0540213921229,M-H,16.1504677406988,35.9469894698471,19.2837469374422,27.4773558974373,18.6630582223114,30.8586109307249,21.45899806473,25.2420350909296,17.5686413608158,32.9049459072119,16.2768496771205,39.2204739749405
14.06_321.2112m/z,CSID24604877,C19H31ClN2,"1-Butyl-3-(2,6-diisopropylphenyl)-4,5-dihydro-1H-imidazol-3-ium chloride",http://nonlinear.com/redirect/outbound?p=chemspider&param=24604877,,321.211151478533,14.0626833333333,31.6,0,2.64079489702857,61.1224590170763,M-H,5.08537289500367,13.1076638065032,4.54817373450029,12.6751860976262,7.65700415008878,14.5592805147193,4.70008856058118,10.7248967116132,8.04547365203916,14.7728118896455,9.47177129983911,13.3838400583534
14.06_309.1724m/z,1008060,C18H24N4O2,"4-(5-amino-4-methyl-1,2-oxazol-3-yl)-N-(2-phenylethyl)piperidine-1-carboxamide",,,309.172358394085,14.0626833333333,36,0,0.833316512195308,80.8603958009797,M-H2O-H,56.9237561091115,97.7668740424762,59.0604860019875,87.1907196044667,62.3659461069288,88.1518972413747,56.879225557015,78.4862021414089,62.461028506426,94.6179822166725,62.4261823668448,107.455992451264
14.06_266.1510m/z,16251,C13H23N3O4,Val Pro Ala,,,266.151008273088,14.0626833333333,38.1,0,-0.0239758371646348,90.549314339565,M-H2O-H,3.97930908203065,43.4349315602848,7.33085745906561,35.0404509902153,7.76646464064637,33.7562656834254,10.6122019066986,22.1361645026692,8.49433626927341,31.889484546164,7.49923706054693,46.1868023268755
14.03_113.9262m/z,CSID65793490,C2HNiO2,(Carboxymethylidyne)nickel,http://nonlinear.com/redirect/outbound?p=chemspider&param=65793490,,113.926237710643,14.0341333333333,32.6,2.12,4.49951412080939,66.3130862364087,M-H,1.97251892089853,7.21946334839085,4.41733842896331,3.97456264665771,6.12472666672079,5.69887991999359,1.25396347045848,3.97745132446328,5.01452435792928,5.40641787648015,7.10898590087903,7.51094818115286
14.01_381.2290m/z,1001105,C22H30N4O2,"N-(cyclohexylmethyl)-1-[5-(4-methylphenyl)-1,3,4-oxadiazol-2-yl]piperidine-4-carboxamide",,,381.229040003221,14.0055833333333,35.7,0,-1.46449815332381,80.3491422770288,M-H,575.155595183364,1216.14290491475,539.835315368355,1090.0640858068,599.933113104712,1088.33108866391,721.594476459715,1167.90145130546,561.684742438101,1110.07905525339,693.477726582621,1284.13103310655
13.96_857.5655m/z,CSID1088,C50H84O7P2,decaprenyl diphosphate,http://nonlinear.com/redirect/outbound?p=chemspider&param=1088,,857.565469554929,13.9627666666667,33.4,0,4.09749943836029,71.5829168441209,M-H,0.0,3.44461059570403,43.7241439191044,24.9647523164813,14.6632876849875,5.42547610402107,57.9848629832223,32.4548339247662,10.715698242188,7.45813000202156,27.3699035644515,30.9414146316799
13.86_733.4022m/z,CSID58837881,C36H62O15,3-O-Dodecanoyl-β-D-fructofuranosyl 2-O-acetyl-3-O-(2-methylbutanoyl)-4-O-(3-methylbutanoyl)-α-D-glucopyranoside,http://nonlinear.com/redirect/outbound?p=chemspider&param=58837881,,733.402181289812,13.86285,34.2,0,0.798903492468803,71.9926097308049,M-H,1.9703928985253,4.27725219726415,17.0734420031937,12.7110396359986,6.47957634679195,8.82617199421043,24.3918845164929,22.6681639233798,3.5209830196968,1.37469482421773,8.1261901855454,7.76538085937943
13.86_112.9851m/z,CSID10239201,C2HF3O2,Trifluoroacetic acid,http://nonlinear.com/redirect/outbound?p=chemspider&param=10239201,,112.985088072482,13.86285,38.5,0,-4.38181391376219,97.3942661823667,M-H,503.569896447076,414.082996667536,474.672863155748,365.138988115513,500.326927326362,387.11927511952,455.265127534362,343.117311001526,483.155401588185,411.662315769554,502.127955813392,468.346493885585
13.83_1005.5934m/z,CSID113380476,C51H93O18P,"(2R)-3-[(Hydroxy{[(1S,2S,3S,4S,5R,6S)-2,3,4,5-tetrahydroxy-6-(α-D-mannopyranosyloxy)cyclohexyl]oxy}phosphoryl)oxy]-1,2-propanediyl (9Z,9′Z)bis(-9-octadecenoate)",http://nonlinear.com/redirect/outbound?p=chemspider&param=113380476,,1005.59342486454,13.8278666666667,38.9,26.2,1.28144816247734,70.0696924157336,M-H2O-H,0.0,0.0,0.0,0.0,179.746625494352,147.402809093907,336.507139623119,262.415688496614,135.287059154863,116.605893762014,83.5990296006333,88.3023541822685
13.80_821.4943m/z,1034260,C24H33N3O3,"N-cycloheptyl-4-[(4-cyclopentyl-2,3-dioxopiperazin-1-yl)methyl]benzamide",,,821.494329606913,13.7993166666667,37.8,0,-3.37727545449721,93.1564727669988,2M-H,8.55926501750594,0.0,222.526757003956,297.045672857347,872.089367875759,885.737082571396,159.982219789486,69.6743779963882,256.635280023352,242.176715751429,5.02270507812563,2522.62835454979
13.76_840.5516m/z,CSID24769047,C49H80NO8P,"(6Z,9Z,12Z,15Z,25R)-31-Amino-28-hydroxy-28-oxido-22-oxo-23,27,29-trioxa-28λ~5~-phosphahentriaconta-6,9,12,15-tetraen-25-yl (4Z,7Z,10Z,13Z,16Z)-4,7,10,13,16-docosapentaenoate",http://nonlinear.com/redirect/outbound?p=chemspider&param=24769047,,840.551591299983,13.7565,32.6,7.28,-3.90615000671259,60.4162372885557,M-H,26.0735167860852,17.9414672851717,79.7354573832991,55.9277984831011,41.6363350145455,27.5335998535082,123.538740667068,92.6286685597577,33.1717185842595,31.4988426679501,84.4918210506475,78.2741377664559
13.64_827.5843m/z,CSID113377071,C46H85O10P,"(9Z,21R,27S)-24,27,28-Trihydroxy-24-oxido-18-oxo-19,23,25-trioxa-24λ~5~-phosphaoctacos-9-en-21-yl (13Z,16Z)-13,16-docosadienoate",http://nonlinear.com/redirect/outbound?p=chemspider&param=113377071,,827.584320356264,13.6423,32.9,4.15,4.29741694197718,65.1098064097383,M-H,0.0,0.0,10.6347178605638,9.62321379428804,62.1368480215374,37.305299642425,45.6086909667332,16.8554991483747,42.2101026037068,42.337202466904,7.49984741210864,12.9094289502053
13.61_885.4624m/z,1014927,C23H33N5O2S,2-(4-cyclohexylpiperazin-1-yl)-6-piperidin-1-ylsulfonylquinoxaline,,,885.462436470994,13.6137666666667,37.8,0,-1.44363422654911,90.9347596592613,2M-H,0.0,0.0,55.4885157182814,72.4824657277724,17.1115337200974,15.3305369181251,75.599476969266,72.6975315310348,0.0,0.0,9.20928955078477,17.7248410846378
13.61_813.5280m/z,1031900,C24H33N5O,N-[2-[cyclohexyl(methyl)amino]ethyl]-4-(2-pyrrolidin-1-ylpyrimidin-4-yl)benzamide,,,813.528037761242,13.6137666666667,38.7,0,-2.095927445275,96.2221848054376,2M-H,1158.43149277809,1060.97908411588,8601.39797432233,7361.14929390069,4526.53346319928,3714.56527319341,12463.5810229552,10984.7421142421,1215.77231402766,1110.94576360065,4482.99896005924,4153.28387350797
13.59_803.5061m/z,CSID10645561,C28H34O2,"4,4′-(1,4-Phenylenedipropane-2,2-diyl)bis(2,6-dimethylphenol)",http://nonlinear.com/redirect/outbound?p=chemspider&param=10645561,,803.506125421727,13.59305,36.2,0,2.04080761553605,83.2150782811051,2M-H,2.02478202501191,0.0,20.7617957050646,17.4800606537535,11.6921375699235,5.94490675946655,36.4304306570134,28.2896884529247,0.0,0.0,1.57178225311023,0.436928362198625
13.58_1075.5457m/z,215407,C24H38N6O8,Gln Tyr Thr Lys,,,1075.54573057091,13.5787833333333,38.2,0,2.58473312482484,93.8668204212051,2M-H,5.96343982219287,10.6849974393884,28.5279067124912,37.9131074239214,8.73211459904644,2.96319580078057,30.7620001538899,30.3255004882342,3.83483857335897,3.75598144532432,10.3314208984324,24.0125384750774
13.58_799.5495m/z,17779,C18H36N6O4,Leu Leu Arg,,,799.549475775621,13.5787833333333,33.1,0,-3.56639964492824,69.4774887342408,2M-H,0.0,0.0,0.0,0.0,0.0,0.0,5155.19640829188,4178.74246941516,13831.8092320512,12979.9546933102,29319.7399356069,28221.0697173153
13.56_455.3487m/z,CSID2297303,C26H52N2S2,"N,N′-didodecyldithiooxamide",http://nonlinear.com/redirect/outbound?p=chemspider&param=2297303,,455.348743120995,13.5645,33.4,0,-2.56914326184068,70.1559043829836,M-H,15.2533210972404,12.6668387983046,19.8413335476632,15.5966805432242,7.75107687981104,8.97602319678391,10.128551718225,4.46086892956914,10.9322202205597,45.6553939013295,17.5174471007703,17.7560964764064
13.52_869.5535m/z,43438,C25H41NO3S,N-acetyl-S-geranylgeranyl-L-Cysteine,,,869.553465326599,13.5216833333333,37.4,0,-0.790981632289619,87.7210254331208,2M-H,2811.90064036158,721.567681930269,898.601873778389,137.27246161904,1105.07676953057,1554.43203530336,271.83356833605,1469.2854216605,386.13413477832,1296.79566221425,2275.11317050386,998.318678718519
13.52_467.2805m/z,1008775,C30H38N4O2,(E)-N-[2-(4-ethylpiperazin-1-yl)-4-methylquinolin-6-yl]-3-[4-(3-methylbutoxy)phenyl]prop-2-enamide,,,467.280534889094,13.5216833333333,36,0,-2.26294277416579,82.8755171624301,M-H2O-H,0.0,2.98652369854667,0.0,5.61235046386713,8.4139639026108,14.6854705810472,8.90230312072639,7.85867309570381,17.6113140902084,36.5815796330886,51.5520019531268,111.25193039665
13.52_384.1887m/z,1038167,C22H25F2N3O,"3-[[(2S)-4,4-difluoro-2-(pyridin-3-yloxymethyl)pyrrolidin-1-yl]methyl]-1-propan-2-ylindole",,,384.188689814723,13.5216833333333,35.5,0,-1.56447132571306,79.4607834190419,M-H,20.9750366806955,30.9830172829414,15.6283962006216,17.8200657813316,97.0919973905708,108.101898193375,5.70606289019697,10.0894611694393,18.9889628852142,22.7396899609602,25.0956881195372,28.0285186767561
13.52_355.1534m/z,1004596,C20H20N7O,,,,355.15338119938,13.5216833333333,36,0,-4.57268559042054,85.1845935902498,M-H2O-H,223.964815199367,421.468766182516,201.717581250948,252.966156527698,1404.16607075894,1518.22594536463,82.9957457639659,101.748322532453,218.564208984364,300.309360699621,291.700820565233,335.978379531441
13.44_844.5329m/z,CSID74851388,C51H78NO8P,"9-[(4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-Docosahexaenoyloxy]-6-hydroxy-2-methyl-6-oxido-5,7-dioxa-2-aza-6λ~5~-phosphadecan-10-yl (4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-docosahexaenoate",http://nonlinear.com/redirect/outbound?p=chemspider&param=74851388,,844.532859969432,13.4360333333333,32.5,0,4.85913544614899,68.1701763228244,M-H2O-H,525.913239449504,422.009399652297,515.875198790268,382.715972542638,355.924316619317,226.532104134537,654.883974909574,548.834987759562,146.132047993967,80.9741670804541,318.283302889585,272.401269919858
13.44_776.5449m/z,CSID113376115,C41H80NO10P,O-{[(2R)-2-(Docosanoyloxy)-3-(tridecanoyloxy)propoxy](hydroxy)phosphoryl}-L-serine,http://nonlinear.com/redirect/outbound?p=chemspider&param=113376115,,776.5449312331,13.4360333333333,56.3,96.9,0.287652921821588,84.9034778295152,M-H,13413.4867210507,12249.4595278334,13691.8871233209,12044.3712678795,9973.4869519861,8545.66682440726,16914.5194047146,15285.0090472438,4255.46497130948,3857.2351036162,8566.98622250688,8282.51364058528
13.44_730.5414m/z,CSID113374908,C40H78NO8P,(2R)-2-[(9Z)-9-Nonadecenoyloxy]-3-(tridecanoyloxy)propyl 2-(trimethylammonio)ethyl phosphate,http://nonlinear.com/redirect/outbound?p=chemspider&param=113374908,,730.541427746003,13.4360333333333,34.1,0,3.00620396363064,74.1838733389655,M-H,255.091485112265,193.170506654695,239.867373449424,189.590695572787,162.860415060263,119.699218749992,373.386779784947,303.194518923746,44.7229185770176,30.1744992733136,130.61259110493,129.266510337681
13.38_113.9258m/z,CSID65793490,C2HNiO2,(Carboxymethylidyne)nickel,http://nonlinear.com/redirect/outbound?p=chemspider&param=65793490,,113.92582256612,13.37895,33.4,1.95,0.887457238123987,66.3130862364087,M-H,3.84469104429393,4.36315300020497,1.69403417360256,1.10807418823261,3.8468313461068,3.71756744384857,1.88759367462463,2.46357001682844,2.82240979615257,2.87194448709529,0.903373718261804,3.87715784344051
13.33_384.1903m/z,1038167,C22H25F2N3O,"3-[[(2S)-4,4-difluoro-2-(pyridin-3-yloxymethyl)pyrrolidin-1-yl]methyl]-1-propan-2-ylindole",,,384.190330088138,13.3296833333333,34.9,0,2.69380495911063,77.6655306782375,M-H,2.31524645621194,5.96297229201006,0.850216795491843,0.728485107420852,3.46825715937094,2.30575561523395,0.611642921390394,0.0,4.13850883937144,6.26972967386229,1.16735839843718,7.03352349996291
13.30_963.5219m/z,1006877,C27H36N3O5,"ethyl 5-[4-[1-[(4-ethoxyphenyl)methylamino]-1-oxopropan-2-yl]piperidine-1-carbonyl]-2,4-dimethyl-1H-pyrrole-3-carboxylate",,,963.521932300382,13.3011333333333,38.4,0,-1.84939734613299,94.34076019662,2M-H,36.3062133193059,20.0405881404812,39.3005982041311,30.8848263621122,145.583465576193,108.26791334151,80.0174127173437,55.9660034179682,86.0517883300581,68.1610293082926,68.581878483283,73.9037778377781
13.30_827.4724m/z,1011659,C23H32N3O4,"methyl 5-[3-[2-(cyclohexen-1-yl)ethylcarbamoyl]piperidine-1-carbonyl]-2,4-dimethyl-1H-pyrrole-3-carboxylate",,,827.472385156664,13.3011333333333,37.9,0,1.32598591278754,91.205641884914,2M-H,0.0,0.0,41.3448790311849,23.6443413607303,28.3913675682394,15.0098876356982,0.0,0.0,0.0,0.0,0.0,0.0
13.29_871.5615m/z,263551,C25H40O6,Diacetyl-10-gingerdiol,,,871.561490692743,13.2868666666667,34,0,4.34251261337001,75.0097345579862,2M-H,15.8556946490156,0.0,1.95709228515636,0.0,1.19506835937671,1.48040771484432,0.0,3.34350585937904,0.0,6.06597900390432,9.77539062500023,0.0
13.29_776.5445m/z,CSID113376115,C41H80NO10P,O-{[(2R)-2-(Docosanoyloxy)-3-(tridecanoyloxy)propoxy](hydroxy)phosphoryl}-L-serine,http://nonlinear.com/redirect/outbound?p=chemspider&param=113376115,,776.544500824681,13.2868666666667,49.2,68.3,-0.265890028020424,78.255290475554,M-H,4109.31047733921,3541.03076453778,3742.8935836511,3413.96240816995,2688.69516427448,2387.3547462364,6188.43106632547,5437.06035661167,731.577955257258,707.05715017535,3058.75651746489,2596.44746087921
13.27_216.8537m/z,CSID24302,Cr2H2O7,DICHROMIC ACID,http://nonlinear.com/redirect/outbound?p=chemspider&param=24302,,216.85366038526,13.2726,25.7,29.3,-0.597549355781847,0.109722978398108,M-H,0.0,4.0760879516625,0.0,0.939529418945995,0.0,0.0,0.0,0.0,0.0,1.0514984130852,0.0,0.0
13.20_525.3379m/z,CSID105979,C12H25NO5,Aza-18-crown-6,http://nonlinear.com/redirect/outbound?p=chemspider&param=105979,,525.337923712533,13.2012333333333,38.7,0,-2.55697596401809,96.5969504292604,2M-H,5.03693579767574,5.6289699812138,11.2116250260993,5.26742931498144,2.43523357969513,0.829121864858192,0.955789736132838,1.30578236670524,18.4832066024713,12.8628718287848,8.22879593797841,9.52452034946068
13.12_1025.5965m/z,CSID16585097,C21H39N9O6,arg-asn-lys-pro,http://nonlinear.com/redirect/outbound?p=chemspider&param=16585097,,1025.59648309601,13.1155833333333,47,41.1,-0.877136080537476,95.0317877130773,2M-H,18.8894042968766,17.1807250976576,45.0763352847322,41.6495360732265,75.6351854755278,52.0860597491705,42.4311524629708,27.648986816401,29.9865613395072,19.3574831485737,64.704019574942,66.8222051772999
13.12_998.5570m/z,CSID32679393,C54H79N7O12,"(2S,6S,7S,10S,13S,17Z)-13-Benzyl-6-hydroxy-N-[(3S,6S,9E,11R)-3-(4-hydroxybenzyl)-6-isopropyl-4-methyl-2,5,8-trioxo-1-oxa-4,7-diazacyclododec-9-en-11-yl]-7-(hydroxymethyl)-2,10-diisopropyl-4,9,12,15-te",http://nonlinear.com/redirect/outbound?p=chemspider&param=32679393,,,,38.1,26.5,-3.7188235303128,68.3267941479502,M-H2O-H,136.358191873412,90.3634373790094,413.288798717348,267.20602624826,619.988966461329,410.97073946277,309.363512325856,218.494690358669,199.731975789108,135.435052484886,603.468384027465,478.036042094173
13.10_1117.5444m/z,CSID10185978,C54H86O24,Hydrocotyloside III,http://nonlinear.com/redirect/outbound?p=chemspider&param=10185978,,1117.54444200207,13.1013166666667,34.5,4.94,0.728115339616492,68.2800801148903,M-H,55.9289550780725,62.1105347125739,80.7646408814833,90.5305980766136,109.780235534776,92.5411340591027,78.4801444148336,55.7083441664715,58.8879230643764,53.7852744017239,103.357788562786,109.58508360388
13.10_1049.5538m/z,5707,C24H39N5O8,Isodesmosine,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB00739,,1049.55375852603,13.1013166666667,37.9,0,1.24552234170203,91.0078697334611,2M-H,2843.55774264339,2822.42770907162,5121.70046194484,4715.63209188789,6325.82829011942,5722.56053548326,4310.90347692016,3907.88452691575,3601.48435890028,3139.08312942572,6375.28788894288,6071.40477711146
13.10_981.5686m/z,1016870,C28H37N5O3,"1-[5-(2-cyclopentylacetyl)-1-methyl-6,7-dihydro-4H-pyrazolo[4,3-c]pyridine-3-carbonyl]-N-(2-methylphenyl)piperidine-3-carboxamide",,,981.568555445195,13.1013166666667,35.6,0,-3.50939757713005,82.2107108784429,2M-H,51411.8858758013,47292.6220658325,86211.0243746843,77358.8286963053,104847.469353086,96067.2432888506,76645.1581924712,70178.269025027,61943.3643788919,56090.36296931,103071.904749436,95369.4819742408
13.10_935.5629m/z,1009607,C25H36N6O3,"1-(3-ethyl-1-methyl-2,6-dioxopyrimidin-4-yl)-N-[2-(4-phenylpiperazin-1-yl)ethyl]piperidine-3-carboxamide",,,935.562920506899,13.1013166666667,39,0,0.447222309519175,95.5160838486039,2M-H,65.878418445576,58.4295178645585,190.336700081871,130.191284298807,271.039935111298,215.183561345009,136.538993304328,102.64584445956,106.603637695315,65.5305175185172,267.152189970074,213.50989845804
13.04_313.0782m/z,1024997,C15H10F2N5O,"N-(2,4-difluorophenyl)-2-(3-pyridin-2-yl-1H-1,2,4-triazol-5-yl)acetamide",,,313.078176008234,13.0377833333333,38.1,0,0.353521669901372,90.7270104713157,M-H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.98_828.4566m/z,CSID78440498,C46H65N5O10,"(3Z)-N-[(2S,3S)-3-Hydroxy-5-{[(2S)-1-{[(3S,6S,9E,11R)-3-(4-hydroxybenzyl)-6-isopropyl-4-methyl-2,5,8-trioxo-1-oxa-4,7-diazacyclododec-9-en-11-yl]amino}-3-methyl-1-oxo-2-butanyl]amino}-1-(4-hydroxyphen",http://nonlinear.com/redirect/outbound?p=chemspider&param=78440498,,,,31.3,0.534,1.57311133449947,58.0231376619281,M-H2O-H,15.5836486220238,22.0463256836063,15.1417393143155,16.8936243847877,6.42885310744284,0.0,5.21475219726528,4.84184712489172,2.44227638064419,8.4558105468717,2.04476928710756,11.7932905885645
12.97_638.4846m/z,CSID29212703,C37H71NO6S,"(2R,3R,4E,8E)-3-Hydroxy-2-[methyl(stearoyl)amino]-4,8-octadecadien-1-yl hydrogen sulfate",http://nonlinear.com/redirect/outbound?p=chemspider&param=29212703,,638.48458582451,12.9664166666667,37.6,17,3.37177764585594,75.2013506620687,M-H2O-H,27.7525023817988,25.4998068680818,41.7980346679772,23.5042359004812,58.9890441894523,35.746300465127,2.18061060835755,1.32617187499659,70.9719238281245,60.4930815042252,21.5061035156344,26.504089504483
