compound_name,formula,molecular_formula,source_compound_id,description,inchikey,rank_group,is_tied
N-α-t-Boc-L-histidine,C11H17N3O4,C11H17N3O4,CSID78758,N-α-t-Boc-L-histidine,,1,False
HC Blue 1,C11H17N3O4,C11H17N3O4,CSID16758,HC Blue 1,,2,True
BOC-D-HIS-OH,C11H17N3O4,C11H17N3O4,CSID2006880,BOC-D-HIS-OH,,2,True
"N-[2-[5-(methoxymethyl)-1,2,4-oxadiazol-3-yl]ethyl]oxolane-2-carboxamide",C11H17N3O4,C11H17N3O4,1032330,"N-[2-[5-(methoxymethyl)-1,2,4-oxadiazol-3-yl]ethyl]oxolane-2-carboxamide",,3,False
N-(Trimethylsilyl)-2-[(trimethylsilyl)oxy]pyrimidin-4-amine,C10H21N3OSi2,C10H21N3OSi2,CSID78857,N-(Trimethylsilyl)-2-[(trimethylsilyl)oxy]pyrimidin-4-amine,,4,False
"N-(Dimethylsilyl)-N,1,1-trimethylsilanamine",C5H15NSi2,C5H15NSi2,CSID10428159,"N-(Dimethylsilyl)-N,1,1-trimethylsilanamine",,1,False
"N-(Dimethylsilyl)-1,1,1-trimethylsilanamine",C5H16NSi2,C5H16NSi2,CSID65999918,"N-(Dimethylsilyl)-1,1,1-trimethylsilanamine",,2,False
"N,N-dimethyl-1-[1-(2-methylpropylcarbamoyl)azetidin-3-yl]triazole-4-carboxamide",C13H22N6O2,C13H22N6O2,1091469,"N,N-dimethyl-1-[1-(2-methylpropylcarbamoyl)azetidin-3-yl]triazole-4-carboxamide",,1,False
"3a,7-Dimethyl-6-phenyl-5-(trimethylsilyl)-2,3,3a,4-tetrahydro-1H-inden-2-ol",C20H28OSi,C20H28OSi,CSID65327426,"3a,7-Dimethyl-6-phenyl-5-(trimethylsilyl)-2,3,3a,4-tetrahydro-1H-inden-2-ol",,1,False
"2-[1-(4,4,5,5-Tetramethyl-1,3,2-dioxaborolan-2-yl)-4-penten-2-yl]-1-benzofuran",C19H25BO3,C19H25BO3,CSID65327411,"2-[1-(4,4,5,5-Tetramethyl-1,3,2-dioxaborolan-2-yl)-4-penten-2-yl]-1-benzofuran",,2,False
"N-(2,3-dimethylcyclohexyl)-1-(4-methylthieno[3,2-b]pyrrole-5-carbonyl)piperidine-3-carboxamide",C22H31N3O2S,C22H31N3O2S,1027776,"N-(2,3-dimethylcyclohexyl)-1-(4-methylthieno[3,2-b]pyrrole-5-carbonyl)piperidine-3-carboxamide",,1,False
"3-(4-cyclohexylpiperazine-1-carbonyl)-2-methyl-5-propylthieno[3,2-c]pyridin-4-one",C22H31N3O2S,C22H31N3O2S,1093268,"3-(4-cyclohexylpiperazine-1-carbonyl)-2-methyl-5-propylthieno[3,2-c]pyridin-4-one",,2,False
N-({[1-(2-Chlorophenoxy)-3-(heptylsulfanyl)-2-propanyl]oxy}methyl)-N-ethylethanamine,C21H36ClNO2S,C21H36ClNO2S,CSID67493282,N-({[1-(2-Chlorophenoxy)-3-(heptylsulfanyl)-2-propanyl]oxy}methyl)-N-ethylethanamine,,3,False
"(10R,11E,14R)-10-Hydroxy-14-pentyloxacyclotetradec-11-ene-2,13-dione",C18H30O4,C18H30O4,CSID78438808,"(10R,11E,14R)-10-Hydroxy-14-pentyloxacyclotetradec-11-ene-2,13-dione",,1,False
"(9Z)-11,14-Dihydroxy-9-octadecen-12-ynoic acid",C18H30O4,C18H30O4,CSID113368290,"(9Z)-11,14-Dihydroxy-9-octadecen-12-ynoic acid",,2,True
(4Z)-2-[(2Z)-2-Octen-1-yl]-4-decenedioic acid,C18H30O4,C18H30O4,CSID113368450,(4Z)-2-[(2Z)-2-Octen-1-yl]-4-decenedioic acid,,2,True
"(9E)-10-[(2R,3R)-3-Hexyl-2-oxiranyl]-8-oxo-9-decenoic acid",C18H30O4,C18H30O4,CSID115266979,"(9E)-10-[(2R,3R)-3-Hexyl-2-oxiranyl]-8-oxo-9-decenoic acid",,2,True
"(9E,11E,13R)-13-Hydroxy-8-oxo-9,11-octadecadienoic acid",C18H30O4,C18H30O4,CSID115266980,"(9E,11E,13R)-13-Hydroxy-8-oxo-9,11-octadecadienoic acid",,2,True
porrigenic acid,C18H30O4,C18H30O4,CSID28284724,porrigenic acid,,2,True
(+)-oploxyne B,C18H30O4,C18H30O4,CSID29784915,(+)-oploxyne B,,2,True
"(10E)-9,12-Dioxo-10-octadecenoic acid",C18H30O4,C18H30O4,CSID4864007,"(10E)-9,12-Dioxo-10-octadecenoic acid",,2,True
"(6Z,9E,12Z)-9-Hydroperoxy-6,9,12-octadecatrienoic acid",C18H30O4,C18H30O4,CSID67160089,"(6Z,9E,12Z)-9-Hydroperoxy-6,9,12-octadecatrienoic acid",,3,False
"2-Dodecanoyl-3,6-dihydroxy-2-cyclohexen-1-one",C18H30O4,C18H30O4,CSID20005911,"2-Dodecanoyl-3,6-dihydroxy-2-cyclohexen-1-one",,4,False
(9E)-10-(3-Hexyl-2-oxiranyl)-3-oxo-9-decenoic acid,C18H30O4,C18H30O4,CSID67160438,(9E)-10-(3-Hexyl-2-oxiranyl)-3-oxo-9-decenoic acid,,5,False
"(2Z,4E,6E)-2-Hydroperoxy-2,4,6-octadecatrienoic acid",C18H30O4,C18H30O4,CSID26666433,"(2Z,4E,6E)-2-Hydroperoxy-2,4,6-octadecatrienoic acid",,6,True
"(2E,4E,6E)-2-Hydroperoxy-2,4,6-octadecatrienoic acid",C18H30O4,C18H30O4,CSID66737622,"(2E,4E,6E)-2-Hydroperoxy-2,4,6-octadecatrienoic acid",,6,True
"(7aR,8S,9S,11aS,11bR)-8-(Hydroxymethyl)-3,3,8,11a-tetramethyl-1,5,7,7a,8,9,10,11,11a,11b-decahydronaphtho[1,2-e][1,3]dioxepin-9-ol",C18H30O4,C18H30O4,CSID28282600,"(7aR,8S,9S,11aS,11bR)-8-(Hydroxymethyl)-3,3,8,11a-tetramethyl-1,5,7,7a,8,9,10,11,11a,11b-decahydronaphtho[1,2-e][1,3]dioxepin-9-ol",,7,False
"(9Z,11E)-14-(3-Ethyl-2-oxiranyl)-13-hydroxy-9,11-tetradecadienoic acid",C18H30O4,C18H30O4,CSID17220739,"(9Z,11E)-14-(3-Ethyl-2-oxiranyl)-13-hydroxy-9,11-tetradecadienoic acid",,8,False
Sterebin A,C18H30O4,C18H30O4,CSID10298847,Sterebin A,,9,True
"(3E)-4-(2,3,4-Trihydroxy-2,5,5,8a-tetramethyldecahydro-1-naphthalenyl)-3-buten-2-one",C18H30O4,C18H30O4,CSID35013904,"(3E)-4-(2,3,4-Trihydroxy-2,5,5,8a-tetramethyldecahydro-1-naphthalenyl)-3-buten-2-one",,9,True
Sterebin A,C18H30O4,C18H30O4,HMDB35337,Sterebin A,,10,False
Ethyl 2-oxo-1-(3-oxopropyl)cyclododecanecarboxylate,C18H30O4,C18H30O4,CSID26579636,Ethyl 2-oxo-1-(3-oxopropyl)cyclododecanecarboxylate,,11,False
"(9Z,11S)-11-Hydroxy-11-{(2S,3S)-3-[(2Z)-2-penten-1-yl]-2-oxiranyl}-9-undecenoic acid",C18H30O4,C18H30O4,CSID10335849,"(9Z,11S)-11-Hydroxy-11-{(2S,3S)-3-[(2Z)-2-penten-1-yl]-2-oxiranyl}-9-undecenoic acid",,12,True
"9-Hydroperoxy-10,12,15-octadecatrienoic acid",C18H30O4,C18H30O4,CSID11201368,"9-Hydroperoxy-10,12,15-octadecatrienoic acid",,12,True
"2-[(2Z,5Z)-2,5-Octadien-1-yl]decanedioic acid",C18H30O4,C18H30O4,CSID113368448,"2-[(2Z,5Z)-2,5-Octadien-1-yl]decanedioic acid",,12,True
(4Z)-2-[(2Z)-2-Penten-1-yl]-4-tridecenedioic acid,C18H30O4,C18H30O4,CSID113368449,(4Z)-2-[(2Z)-2-Penten-1-yl]-4-tridecenedioic acid,,12,True
"(9Z)-10-{(1R,2S,3R,5S)-3-[(1S)-1-Hydroxypropyl]-6-oxabicyclo[3.1.0]hex-2-yl}-9-decenoic acid",C18H30O4,C18H30O4,CSID113369215,"(9Z)-10-{(1R,2S,3R,5S)-3-[(1S)-1-Hydroxypropyl]-6-oxabicyclo[3.1.0]hex-2-yl}-9-decenoic acid",,12,True
"(9Z)-10-[(1R,3S,4R,6R,7S)-3-Ethyl-6-hydroxy-2-oxabicyclo[2.2.1]hept-7-yl]-9-decenoic acid",C18H30O4,C18H30O4,CSID113369216,"(9Z)-10-[(1R,3S,4R,6R,7S)-3-Ethyl-6-hydroxy-2-oxabicyclo[2.2.1]hept-7-yl]-9-decenoic acid",,12,True
"8-{(1R,2S)-2-[(1E,3S)-3-Hydroxy-1-penten-1-yl]-3-oxocyclopentyl}octanoic acid",C18H30O4,C18H30O4,CSID113369242,"8-{(1R,2S)-2-[(1E,3S)-3-Hydroxy-1-penten-1-yl]-3-oxocyclopentyl}octanoic acid",,12,True
"8-{(1S,2R)-2-[(1E,3R)-3-Hydroxy-1-penten-1-yl]-3-oxocyclopentyl}octanoic acid",C18H30O4,C18H30O4,CSID113369243,"8-{(1S,2R)-2-[(1E,3R)-3-Hydroxy-1-penten-1-yl]-3-oxocyclopentyl}octanoic acid",,12,True
"(8E,12Z,15Z)-10-Hydroperoxy-8,12,15-octadecatrienoic acid",C18H30O4,C18H30O4,CSID129307313,"(8E,12Z,15Z)-10-Hydroperoxy-8,12,15-octadecatrienoic acid",,12,True
"(9Z,12Z,15Z)-7,8-Dihydroxy-9,12,15-octadecatrienoic acid",C18H30O4,C18H30O4,CSID129307417,"(9Z,12Z,15Z)-7,8-Dihydroxy-9,12,15-octadecatrienoic acid",,12,True
"(7S,8S,9Z,12Z,15Z)-7,8-Dihydroxy-9,12,15-octadecatrienoic acid",C18H30O4,C18H30O4,CSID17220719,"(7S,8S,9Z,12Z,15Z)-7,8-Dihydroxy-9,12,15-octadecatrienoic acid",,12,True
"(9S)-9-{(2S,3S)-3-[(1Z,4Z)-1,4-Heptadien-1-yl]-2-oxiranyl}-9-hydroxynonanoic acid",C18H30O4,C18H30O4,CSID17220736,"(9S)-9-{(2S,3S)-3-[(1Z,4Z)-1,4-Heptadien-1-yl]-2-oxiranyl}-9-hydroxynonanoic acid",,12,True
"(9S,10E)-9-Hydroxy-11-{(2R,3S)-3-[(2Z)-2-penten-1-yl]-2-oxiranyl}-10-undecenoic acid",C18H30O4,C18H30O4,CSID17220737,"(9S,10E)-9-Hydroxy-11-{(2R,3S)-3-[(2Z)-2-penten-1-yl]-2-oxiranyl}-10-undecenoic acid",,12,True
"(5S,6E,8S,9E,13S,14R)-5-Hydroxy-8-methoxy-5,9,13,14-tetramethyloxacyclotetradeca-6,9-dien-2-one",C18H30O4,C18H30O4,CSID24022670,"(5S,6E,8S,9E,13S,14R)-5-Hydroxy-8-methoxy-5,9,13,14-tetramethyloxacyclotetradeca-6,9-dien-2-one",,12,True
"(10E,15Z)-9-Hydroxy-12-oxo-10,15-octadecadienoic acid",C18H30O4,C18H30O4,CSID26324023,"(10E,15Z)-9-Hydroxy-12-oxo-10,15-octadecadienoic acid",,12,True
"(9R,10E,12Z,15Z)-9-hydroperoxyoctadeca-10,12,15-trienoic acid",C18H30O4,C18H30O4,CSID26333043,"(9R,10E,12Z,15Z)-9-hydroperoxyoctadeca-10,12,15-trienoic acid",,12,True
"(10E,12Z,15Z)-9-hydroperoxyoctadeca-10,12,15-trienoic acid",C18H30O4,C18H30O4,CSID26333044,"(10E,12Z,15Z)-9-hydroperoxyoctadeca-10,12,15-trienoic acid",,12,True
"(9Z,11E,15Z)-13-Hydroperoxy-9,11,15-octadecatrienoic acid",C18H30O4,C18H30O4,CSID29273197,"(9Z,11E,15Z)-13-Hydroperoxy-9,11,15-octadecatrienoic acid",,12,True
(9E)-11-Hydroxy-11-{3-[(2Z)-2-penten-1-yl]-2-oxiranyl}-9-undecenoic acid,C18H30O4,C18H30O4,CSID35013615,(9E)-11-Hydroxy-11-{3-[(2Z)-2-penten-1-yl]-2-oxiranyl}-9-undecenoic acid,,12,True
"(9Z,12Z,15Z)-(7S,8S)-Dihydroxyoctadeca-9,12,15-trienoate",C18H30O4,C18H30O4,CSID4444499,"(9Z,12Z,15Z)-(7S,8S)-Dihydroxyoctadeca-9,12,15-trienoate",,12,True
13(S)-HpOTrE,C18H30O4,C18H30O4,CSID4593698,13(S)-HpOTrE,,12,True
9(S)-HpOTrE,C18H30O4,C18H30O4,CSID4952680,9(S)-HpOTrE,,12,True
"(9Z,12Z,15Z)-13-Hydroperoxy-9,12,15-octadecatrienoic acid",C18H30O4,C18H30O4,CSID66737551,"(9Z,12Z,15Z)-13-Hydroperoxy-9,12,15-octadecatrienoic acid",,12,True
16-(2-Oxirenyl)-16-oxohexadecanoic acid,C18H30O4,C18H30O4,CSID67159783,16-(2-Oxirenyl)-16-oxohexadecanoic acid,,12,True
"(9Z,12Z,15Z)-9-Hydroperoxy-9,12,15-octadecatrienoic acid",C18H30O4,C18H30O4,CSID67176415,"(9Z,12Z,15Z)-9-Hydroperoxy-9,12,15-octadecatrienoic acid",,12,True
"(2E,9E)-2,9-Octadecadienedioic acid",C18H30O4,C18H30O4,CSID67491894,"(2E,9E)-2,9-Octadecadienedioic acid",,12,True
12(13)Ep-9-KODE,C18H30O4,C18H30O4,HMDB13623,12(13)Ep-9-KODE,,13,True
"(9Z,11R,12S,13S,15Z)-12,13-Epoxy-11-hydroxy-9,15-octadecadienoic acid",C18H30O4,C18H30O4,HMDB33505,"(9Z,11R,12S,13S,15Z)-12,13-Epoxy-11-hydroxy-9,15-octadecadienoic acid",,13,True
13S-HpOTrE(gamma),C18H30O4,C18H30O4,35362,13S-HpOTrE(gamma),,14,False
Dicyclohexyl adipate,C18H30O4,C18H30O4,CSID12756,Dicyclohexyl adipate,,16,True
"{(3R)-6-[2-(2,2-Dimethyl-6-methylenecyclohexyl)ethyl]-6-methyl-1,2-dioxan-3-yl}acetic acid",C18H30O4,C18H30O4,CSID28287945,"{(3R)-6-[2-(2,2-Dimethyl-6-methylenecyclohexyl)ethyl]-6-methyl-1,2-dioxan-3-yl}acetic acid",,16,True
(R)-2-hydroperoxy-α-linolenic acid,C18H30O4,C18H30O4,CSID30785816,(R)-2-hydroperoxy-α-linolenic acid,,16,True
"(9Z,11E,13S,14Z)-13-Hydroperoxy-9,11,14-octadecatrienoic acid",C18H30O4,C18H30O4,CSID4444311,"(9Z,11E,13S,14Z)-13-Hydroperoxy-9,11,14-octadecatrienoic acid",,16,True
"(10E,12E,15Z)-9-Hydroperoxy-10,12,15-octadecatrienoic acid",C18H30O4,C18H30O4,CSID4445991,"(10E,12E,15Z)-9-Hydroperoxy-10,12,15-octadecatrienoic acid",,16,True
"(9Z,13E,15E)-12-Hydroperoxy-9,13,15-octadecatrienoic acid",C18H30O4,C18H30O4,CSID4445992,"(9Z,13E,15E)-12-Hydroperoxy-9,13,15-octadecatrienoic acid",,16,True
"(9E,11E,15Z)-13-Hydroperoxy-9,11,15-octadecatrienoic acid",C18H30O4,C18H30O4,CSID4445993,"(9E,11E,15Z)-13-Hydroperoxy-9,11,15-octadecatrienoic acid",,16,True
"(9Z,12E,14E)-16-Hydroperoxy-9,12,14-octadecatrienoic acid",C18H30O4,C18H30O4,CSID4445994,"(9Z,12E,14E)-16-Hydroperoxy-9,12,14-octadecatrienoic acid",,16,True
"(6Z,9Z,11E)-13-Hydroperoxy-6,9,11-octadecatrienoic acid",C18H30O4,C18H30O4,CSID4445997,"(6Z,9Z,11E)-13-Hydroperoxy-6,9,11-octadecatrienoic acid",,16,True
12(13)Ep-9-KODE,C18H30O4,C18H30O4,CSID4446134,12(13)Ep-9-KODE,,16,True
8-{3-[(1E)-3-Oxo-1-octen-1-yl]-2-oxiranyl}octanoic acid,C18H30O4,C18H30O4,CSID4446144,8-{3-[(1E)-3-Oxo-1-octen-1-yl]-2-oxiranyl}octanoic acid,,16,True
"1-(3,4-Dimethoxyphenyl)-3,5-decanediol",C18H30O4,C18H30O4,CSID4477911,"1-(3,4-Dimethoxyphenyl)-3,5-decanediol",,16,True
"13-Hydroperoxy-9,11,15-octadecatrienoic acid",C18H30O4,C18H30O4,CSID4944550,"13-Hydroperoxy-9,11,15-octadecatrienoic acid",,16,True
"6,6′-[1,4-Phenylenebis(oxy)]di(1-hexanol)",C18H30O4,C18H30O4,CSID57513525,"6,6′-[1,4-Phenylenebis(oxy)]di(1-hexanol)",,16,True
"(9Z,12Z,15Z)-2-Hydroperoxy-9,12,15-octadecatrienoic acid",C18H30O4,C18H30O4,CSID66424407,"(9Z,12Z,15Z)-2-Hydroperoxy-9,12,15-octadecatrienoic acid",,16,True
"2,2′-(1,2-Ethanediyldi-1,1-cyclohexanediyl)diacetic acid",C18H30O4,C18H30O4,CSID67035401,"2,2′-(1,2-Ethanediyldi-1,1-cyclohexanediyl)diacetic acid",,16,True
decanediol dimethacrylate,C18H30O4,C18H30O4,CSID73256,decanediol dimethacrylate,,16,True
haterumadioxin A,C18H30O4,C18H30O4,CSID8600950,haterumadioxin A,,16,True
"(9Z,11R)-11-Hydroxy-11-[(2S,3S)-3-(2Z)-2-penten-1-yl-2-oxiranyl]-9-undecenoic acid",C18H30O4,C18H30O4,CSID9111051,"(9Z,11R)-11-Hydroxy-11-[(2S,3S)-3-(2Z)-2-penten-1-yl-2-oxiranyl]-9-undecenoic acid",,16,True
"5-(3,5-Di-sec-butylcyclopent-1-en-1-yl)-5-hydroxy-3-oxopentanoic acid",C18H30O4,C18H30O4,CSID93658,"5-(3,5-Di-sec-butylcyclopent-1-en-1-yl)-5-hydroxy-3-oxopentanoic acid",,16,True
"(12Z,15Z)-9-Hydroxy-10-oxo-12,15-octadecadienoic acid",C18H30O4,C18H30O4,CSID9418882,"(12Z,15Z)-9-Hydroxy-10-oxo-12,15-octadecadienoic acid",,16,True
"Methyl (2E,4E,8E)-7,13-dihydroxy-4,8,12-trimethyl-2,4,8-tetradecatrienoate",C18H30O4,C18H30O4,985503,"Methyl (2E,4E,8E)-7,13-dihydroxy-4,8,12-trimethyl-2,4,8-tetradecatrienoate",,17,True
Auxin b,C18H30O4,C18H30O4,HMDB38484,Auxin b,,17,True
"(3Z)-5,6,8-Trihydroxy-14-pentyloxacyclotetradec-3-en-2-one",C18H32O5,C18H32O5,CSID28283010,"(3Z)-5,6,8-Trihydroxy-14-pentyloxacyclotetradec-3-en-2-one",,1,True
"(4S,6S,7Z,9S,10S)-4,6,9-Trihydroxy-10-nonyl-3,4,5,6,9,10-hexahydro-2H-oxecin-2-one",C18H32O5,C18H32O5,CSID28287160,"(4S,6S,7Z,9S,10S)-4,6,9-Trihydroxy-10-nonyl-3,4,5,6,9,10-hexahydro-2H-oxecin-2-one",,1,True
"(4R,5E,7R,8R,10S)-4,7,8-Trihydroxy-10-nonyl-3,4,7,8,9,10-hexahydro-2H-oxecin-2-one",C18H32O5,C18H32O5,CSID28522726,"(4R,5E,7R,8R,10S)-4,7,8-Trihydroxy-10-nonyl-3,4,7,8,9,10-hexahydro-2H-oxecin-2-one",,2,True
seimatopolide A,C18H32O5,C18H32O5,CSID30830044,seimatopolide A,,2,True
"(12E)-9,10-Dihydroxy-8-oxo-12-octadecenoic acid",C18H32O5,C18H32O5,CSID35014972,"(12E)-9,10-Dihydroxy-8-oxo-12-octadecenoic acid",,3,True
"2,3-dinor-8-epi-prostaglandin F1α",C18H32O5,C18H32O5,CSID7827805,"2,3-dinor-8-epi-prostaglandin F1α",,3,True
"(1R,5S,7S,9S,11R,13S)-13-Hydroxy-7-methoxy-9-methyl-5-propyl-4,15-dioxabicyclo[9.3.1]pentadecan-3-one",C18H32O5,C18H32O5,CSID21169151,"(1R,5S,7S,9S,11R,13S)-13-Hydroxy-7-methoxy-9-methyl-5-propyl-4,15-dioxabicyclo[9.3.1]pentadecan-3-one",,4,True
"7-[(4R)-2,4-Dihydroxyundecyl]-2,6-dioxabicyclo[3.3.1]nonan-3-one",C18H32O5,C18H32O5,CSID28285194,"7-[(4R)-2,4-Dihydroxyundecyl]-2,6-dioxabicyclo[3.3.1]nonan-3-one",,4,True
"7-[(2R,4R)-2,4-Dihydroxyundecyl]-2,6-dioxabicyclo[3.3.1]nonan-3-one",C18H32O5,C18H32O5,CSID28287115,"7-[(2R,4R)-2,4-Dihydroxyundecyl]-2,6-dioxabicyclo[3.3.1]nonan-3-one",,4,True
"(1R,7R)-7-[(2R,4R)-2,4-Dihydroxyundecyl]-2,6-dioxabicyclo[3.3.1]nonan-3-one",C18H32O5,C18H32O5,CSID28289337,"(1R,7R)-7-[(2R,4R)-2,4-Dihydroxyundecyl]-2,6-dioxabicyclo[3.3.1]nonan-3-one",,4,True
(+)-Aspicilin,C18H32O5,C18H32O5,CSID9998299,(+)-Aspicilin,,5,False
"(9R,10E,12R,13R,15Z)-9,12,13-Trihydroxy-10,15-octadecadienoic acid",C18H32O5,C18H32O5,CSID113369195,"(9R,10E,12R,13R,15Z)-9,12,13-Trihydroxy-10,15-octadecadienoic acid",,6,True
"(9R,10E,12R,13S,15Z)-9,12,13-Trihydroxy-10,15-octadecadienoic acid",C18H32O5,C18H32O5,CSID113369197,"(9R,10E,12R,13S,15Z)-9,12,13-Trihydroxy-10,15-octadecadienoic acid",,6,True
"(9R,10E,12S,13S,15Z)-9,12,13-Trihydroxy-10,15-octadecadienoic acid",C18H32O5,C18H32O5,CSID113369198,"(9R,10E,12S,13S,15Z)-9,12,13-Trihydroxy-10,15-octadecadienoic acid",,6,True
"(9Z)-10-{(1S,2R,3R,5R)-2,3-Dihydroxy-5-[(1S)-1-hydroxypropyl]cyclopentyl}-9-decenoic acid",C18H32O5,C18H32O5,CSID113369217,"(9Z)-10-{(1S,2R,3R,5R)-2,3-Dihydroxy-5-[(1S)-1-hydroxypropyl]cyclopentyl}-9-decenoic acid",,6,True
"8-{(1R,2S,3S,5R)-3,5-Dihydroxy-2-[(1E,3S)-3-hydroxy-1-penten-1-yl]cyclopentyl}octanoic acid",C18H32O5,C18H32O5,CSID113369224,"8-{(1R,2S,3S,5R)-3,5-Dihydroxy-2-[(1E,3S)-3-hydroxy-1-penten-1-yl]cyclopentyl}octanoic acid",,6,True
"8-{(1R,2S,3S,5R)-3,5-Dihydroxy-2-[(1E,3R)-3-hydroxy-1-penten-1-yl]cyclopentyl}octanoic acid",C18H32O5,C18H32O5,CSID113369225,"8-{(1R,2S,3S,5R)-3,5-Dihydroxy-2-[(1E,3R)-3-hydroxy-1-penten-1-yl]cyclopentyl}octanoic acid",,6,True
"(9R,10E)-11-[(1S,2R,3R,5S)-2-Ethyl-3,5-dihydroxycyclopentyl]-9-hydroxy-10-undecenoic acid",C18H32O5,C18H32O5,CSID113369226,"(9R,10E)-11-[(1S,2R,3R,5S)-2-Ethyl-3,5-dihydroxycyclopentyl]-9-hydroxy-10-undecenoic acid",,6,True
"(9S,10E)-11-[(1S,2R,3R,5S)-2-Ethyl-3,5-dihydroxycyclopentyl]-9-hydroxy-10-undecenoic acid",C18H32O5,C18H32O5,CSID113369227,"(9S,10E)-11-[(1S,2R,3R,5S)-2-Ethyl-3,5-dihydroxycyclopentyl]-9-hydroxy-10-undecenoic acid",,6,True
"(9S,10E)-11-[(1R,2S,3R,5S)-2-Ethyl-3,5-dihydroxycyclopentyl]-9-hydroxy-10-undecenoic acid",C18H32O5,C18H32O5,CSID113369228,"(9S,10E)-11-[(1R,2S,3R,5S)-2-Ethyl-3,5-dihydroxycyclopentyl]-9-hydroxy-10-undecenoic acid",,6,True
"(9R,10E)-11-[(1R,2S,3R,5S)-2-Ethyl-3,5-dihydroxycyclopentyl]-9-hydroxy-10-undecenoic acid",C18H32O5,C18H32O5,CSID113369229,"(9R,10E)-11-[(1R,2S,3R,5S)-2-Ethyl-3,5-dihydroxycyclopentyl]-9-hydroxy-10-undecenoic acid",,6,True
"(9R,10E)-11-[(1R,2S,3S,5R)-2-Ethyl-3,5-dihydroxycyclopentyl]-9-hydroxy-10-undecenoic acid",C18H32O5,C18H32O5,CSID113369230,"(9R,10E)-11-[(1R,2S,3S,5R)-2-Ethyl-3,5-dihydroxycyclopentyl]-9-hydroxy-10-undecenoic acid",,6,True
"(9S,10E)-11-[(1R,2S,3S,5R)-2-Ethyl-3,5-dihydroxycyclopentyl]-9-hydroxy-10-undecenoic acid",C18H32O5,C18H32O5,CSID113369231,"(9S,10E)-11-[(1R,2S,3S,5R)-2-Ethyl-3,5-dihydroxycyclopentyl]-9-hydroxy-10-undecenoic acid",,6,True
"(9R,10E)-11-[(1S,2R,3S,5R)-2-Ethyl-3,5-dihydroxycyclopentyl]-9-hydroxy-10-undecenoic acid",C18H32O5,C18H32O5,CSID113369232,"(9R,10E)-11-[(1S,2R,3S,5R)-2-Ethyl-3,5-dihydroxycyclopentyl]-9-hydroxy-10-undecenoic acid",,6,True
"(9S,10E)-11-[(1S,2R,3S,5R)-2-Ethyl-3,5-dihydroxycyclopentyl]-9-hydroxy-10-undecenoic acid",C18H32O5,C18H32O5,CSID113369233,"(9S,10E)-11-[(1S,2R,3S,5R)-2-Ethyl-3,5-dihydroxycyclopentyl]-9-hydroxy-10-undecenoic acid",,6,True
"8-{(1S,2R,3R,5S)-3,5-Dihydroxy-2-[(1E,3S)-3-hydroxy-1-penten-1-yl]cyclopentyl}octanoic acid",C18H32O5,C18H32O5,CSID113369234,"8-{(1S,2R,3R,5S)-3,5-Dihydroxy-2-[(1E,3S)-3-hydroxy-1-penten-1-yl]cyclopentyl}octanoic acid",,6,True
"8-{(1S,2R,3R,5S)-3,5-Dihydroxy-2-[(1E,3R)-3-hydroxy-1-penten-1-yl]cyclopentyl}octanoic acid",C18H32O5,C18H32O5,CSID113369235,"8-{(1S,2R,3R,5S)-3,5-Dihydroxy-2-[(1E,3R)-3-hydroxy-1-penten-1-yl]cyclopentyl}octanoic acid",,6,True
"8-{(1R,2S,3R,5S)-3,5-Dihydroxy-2-[(1E,3S)-3-hydroxy-1-penten-1-yl]cyclopentyl}octanoic acid",C18H32O5,C18H32O5,CSID113369236,"8-{(1R,2S,3R,5S)-3,5-Dihydroxy-2-[(1E,3S)-3-hydroxy-1-penten-1-yl]cyclopentyl}octanoic acid",,6,True
"8-{(1R,2S,3R,5S)-3,5-Dihydroxy-2-[(1E,3R)-3-hydroxy-1-penten-1-yl]cyclopentyl}octanoic acid",C18H32O5,C18H32O5,CSID113369237,"8-{(1R,2S,3R,5S)-3,5-Dihydroxy-2-[(1E,3R)-3-hydroxy-1-penten-1-yl]cyclopentyl}octanoic acid",,6,True
"8-{(1S,2R,3S,5R)-3,5-Dihydroxy-2-[(1E,3R)-3-hydroxy-1-penten-1-yl]cyclopentyl}octanoic acid",C18H32O5,C18H32O5,CSID113369238,"8-{(1S,2R,3S,5R)-3,5-Dihydroxy-2-[(1E,3R)-3-hydroxy-1-penten-1-yl]cyclopentyl}octanoic acid",,6,True
"8-{(1S,2R,3S,5R)-3,5-Dihydroxy-2-[(1E,3S)-3-hydroxy-1-penten-1-yl]cyclopentyl}octanoic acid",C18H32O5,C18H32O5,CSID113369239,"8-{(1S,2R,3S,5R)-3,5-Dihydroxy-2-[(1E,3S)-3-hydroxy-1-penten-1-yl]cyclopentyl}octanoic acid",,6,True
"(9S,10S,11R,12Z,15Z)-9,10,11-Trihydroxy-12,15-octadecadienoic acid",C18H32O5,C18H32O5,CSID17220738,"(9S,10S,11R,12Z,15Z)-9,10,11-Trihydroxy-12,15-octadecadienoic acid",,6,True
"(10E,15Z)-9,12,13-Trihydroxy-10,15-octadecadienoic acid",C18H32O5,C18H32O5,CSID22912859,"(10E,15Z)-9,12,13-Trihydroxy-10,15-octadecadienoic acid",,6,True
