compound_name,formula,molecular_formula,source_compound_id,description,rank,probabilidade
chlorhexidine phosphanilate,C34H46Cl2N12O6P2,C34H46Cl2N12O6P2,CSID8094702,chlorhexidine phosphanilate,1,1.0
"2-Oxo-2-({6-[6-(2-pyrimidinyl)-1,2,4,5-tetrazin-3-yl]-3-pyridinyl}amino)ethanaminium chloride",C13H12ClN9O,C13H12ClN9O,CSID26567284,"2-Oxo-2-({6-[6-(2-pyrimidinyl)-1,2,4,5-tetrazin-3-yl]-3-pyridinyl}amino)ethanaminium chloride",1,0.3526138749808025
triflumizole,C15H15ClF3N3O,C15H15ClF3N3O,CSID82801,triflumizole,2,0.32372005828755696
Triflumizole,C15H15ClF3N3O,C15H15ClF3N3O,72299,Triflumizole,3,0.32366606673164044
"1,3-Bis-(2′-diphenylphosphinoethyl)-2-15N-benzotriazolium hexafluorophosphate",C34H32F6N[15]N[14]2P3,C34H32F6N[15]N[14]2P3,CSID26050921,"1,3-Bis-(2′-diphenylphosphinoethyl)-2-15N-benzotriazolium hexafluorophosphate",1,0.4649182079604661
lyngbyabellin A,C29H40Cl2N4O7S2,C29H40Cl2N4O7S2,CSID10235645,lyngbyabellin A,2,0.3078058686266038
α-Tosyl-L-lysylchloromethyl ketone,C29H40Cl2N4O7S2,C29H40Cl2N4O7S2,CSID19970437,α-Tosyl-L-lysylchloromethyl ketone,3,0.22727592341293004
Niazidin,C30H36N4O12S2,C30H36N4O12S2,HMDB31981,Niazidin,1,1.0
pro-gly-ala,C10H17N3O4,C10H17N3O4,CSID16573925,pro-gly-ala,1,0.044012089792101215
Methyl glycyl-L-prolylglycinate,C10H17N3O4,C10H17N3O4,CSID67033690,Methyl glycyl-L-prolylglycinate,2,0.044012089792101215
Prolyl-Glutamine,C10H17N3O4,C10H17N3O4,HMDB29015,Prolyl-Glutamine,3,0.04393615799442052
Prolyl-Gamma-glutamate,C10H17N3O4,C10H17N3O4,HMDB29031,Prolyl-Gamma-glutamate,4,0.04393615799442052
gln-pro,C10H17N3O4,C10H17N3O4,CSID15688430,gln-pro,5,0.04393576149320851
lys-gln-asp-pro,C20H34N6O8,C20H34N6O8,CSID16666282,lys-gln-asp-pro,1,0.024087589426735605
lys-gln-pro-asp,C20H34N6O8,C20H34N6O8,CSID16666491,lys-gln-pro-asp,2,0.024087589426735605
lys-pro-asn-glu,C20H34N6O8,C20H34N6O8,CSID16669428,lys-pro-asn-glu,3,0.024079611222424566
lys-pro-asp-gln,C20H34N6O8,C20H34N6O8,CSID16669449,lys-pro-asp-gln,4,0.024079611222424566
lys-pro-glu-asn,C20H34N6O8,C20H34N6O8,CSID16669485,lys-pro-glu-asn,5,0.024079611222424566
lys-gln-glu-thr,C20H36N6O9,C20H36N6O9,CSID16666324,lys-gln-glu-thr,1,0.016213767646826985
lys-gln-thr-glu,C20H36N6O9,C20H36N6O9,CSID16666533,lys-gln-thr-glu,2,0.016213767646826985
lys-asp-asp-lys,C20H36N6O9,C20H36N6O9,CSID16665089,lys-asp-asp-lys,3,0.01600228584492463
lys-asp-lys-asp,C20H36N6O9,C20H36N6O9,CSID16665239,lys-asp-lys-asp,4,0.01600228584492463
lys-glu-gln-thr,C20H36N6O9,C20H36N6O9,CSID16665949,lys-glu-gln-thr,5,0.01600228584492463
benzonidazol,C12H12N4O3,C12H12N4O3,CSID29299,benzonidazol,1,0.12995759775969182
furafylline,C12H12N4O3,C12H12N4O3,CSID3315,furafylline,2,0.12995759775969182
2-[(E)-{[2-(1H-Imidazol-4-yl)ethyl]imino}methyl]-4-nitrophenol,C12H12N4O3,C12H12N4O3,CSID66738889,2-[(E)-{[2-(1H-Imidazol-4-yl)ethyl]imino}methyl]-4-nitrophenol,3,0.12995759775969182
2-(4-Amino-2-methyl-5-nitro-1H-imidazol-1-yl)-1-phenylethanone,C12H12N4O3,C12H12N4O3,CSID67163029,2-(4-Amino-2-methyl-5-nitro-1H-imidazol-1-yl)-1-phenylethanone,4,0.12995759775969182
"8-Amino-6-(4-morpholinyl)-1-oxo-2-oxa-7-azaspiro[4.4]nona-3,6,8-triene-9-carbonitrile",C12H12N4O3,C12H12N4O3,CSID67498319,"8-Amino-6-(4-morpholinyl)-1-oxo-2-oxa-7-azaspiro[4.4]nona-3,6,8-triene-9-carbonitrile",5,0.12995759775969182
3-(L-Allopyranosyloxy)-4-butyryl-5-hydroxyphenyl D-allopyranoside,C22H32O14,C22H32O14,CSID28283837,3-(L-Allopyranosyloxy)-4-butyryl-5-hydroxyphenyl D-allopyranoside,1,0.24295834103619707
Tezacaftor,C26H27F3N2O6,C26H27F3N2O6,CSID28637762,Tezacaftor,2,0.19593188301010542
VX-661,C26H27F3N2O6,C26H27F3N2O6,986798,VX-661,3,0.19592797535389356
Citrusin F,C22H32O14,C22H32O14,HMDB39235,Citrusin F,4,0.19177128972830632
"(11R,12S,15S)-11-Bromo-12,21-dihydroxy-15-(2-hydroxy-2-propanyl)-4,12-dimethyl-7-methylene-16-oxatricyclo[16.3.1.0~3,8~]docosa-1(22),3,18,20-tetraen-17-one",C27H37BrO5,C27H37BrO5,CSID28286276,"(11R,12S,15S)-11-Bromo-12,21-dihydroxy-15-(2-hydroxy-2-propanyl)-4,12-dimethyl-7-methylene-16-oxatricyclo[16.3.1.0~3,8~]docosa-1(22),3,18,20-tetraen-17-one",5,0.1734105108714977
asp-phe-glu-glu,C23H30N4O11,C23H30N4O11,CSID16605326,asp-phe-glu-glu,1,0.06840882772540907
phe-asp-glu-glu,C23H30N4O11,C23H30N4O11,CSID16681077,phe-asp-glu-glu,2,0.06840882772540907
asp-glu-glu-phe,C23H30N4O11,C23H30N4O11,CSID16602138,asp-glu-glu-phe,3,0.06807571895648819
asp-glu-phe-glu,C23H30N4O11,C23H30N4O11,CSID16602290,asp-glu-phe-glu,4,0.06807571895648819
glu-asp-glu-phe,C23H30N4O11,C23H30N4O11,CSID16617305,glu-asp-glu-phe,5,0.06807571895648819
(Triphenylphosphoranylidene)succinic anhydride,C22H17O3P,C22H17O3P,CSID63369,(Triphenylphosphoranylidene)succinic anhydride,1,0.11925928108999838
4-Benzyl-6-chloro-7-methyl-3-phenyl-2H-chromen-2-one,C23H17ClO2,C23H17ClO2,CSID3754920,4-Benzyl-6-chloro-7-methyl-3-phenyl-2H-chromen-2-one,2,0.08543726383183509
"12-(4-Chlorophenyl)-8,9,10,12-tetrahydro-11H-benzo[a]xanthen-11-one",C23H17ClO2,C23H17ClO2,CSID57598441,"12-(4-Chlorophenyl)-8,9,10,12-tetrahydro-11H-benzo[a]xanthen-11-one",3,0.08543726383183509
"N-[(4S)-8-Amino-1-chloro-2,3-dioxo-4-octanyl]-4-methylbenzenesulfonamide",C15H21ClN2O4S,C15H21ClN2O4S,CSID18561599,"N-[(4S)-8-Amino-1-chloro-2,3-dioxo-4-octanyl]-4-methylbenzenesulfonamide",4,0.0569105008073259
"7-chloro-N,N-diethyl-5-methylsulfonyl-3,4-dihydro-2H-1,5-benzoxazepine-2-carboxamide",C15H21ClN2O4S,C15H21ClN2O4S,1036438,"7-chloro-N,N-diethyl-5-methylsulfonyl-3,4-dihydro-2H-1,5-benzoxazepine-2-carboxamide",5,0.05690517503997186
"1-[(6E,8R,10S)-6-[(Benzyloxy)imino]-3-bromo-2-(cyclopropylmethoxy)-10-(hydroxymethyl)-8-[(4-methoxybenzyl)sulfanyl]-5,6,7,8,9,10-hexahydro-4aH-[1]benzofuro[3a,3,2-ef][2]benzazepin-11(12H)-yl]ethanone",C37H41BrN2O6S,C37H41BrN2O6S,CSID7869429,"1-[(6E,8R,10S)-6-[(Benzyloxy)imino]-3-bromo-2-(cyclopropylmethoxy)-10-(hydroxymethyl)-8-[(4-methoxybenzyl)sulfanyl]-5,6,7,8,9,10-hexahydro-4aH-[1]benzofuro[3a,3,2-ef][2]benzazepin-11(12H)-yl]ethanone",1,1.0
N-Methyl-4-{4-[(phenylsulfonyl)amino]phenoxy}-2-pyridinecarboxamide,C19H17N3O4S,C19H17N3O4S,CSID26608305,N-Methyl-4-{4-[(phenylsulfonyl)amino]phenoxy}-2-pyridinecarboxamide,1,0.09472000675340536
"ethyl 2-oxo-2-[4-[(5-phenyl-1,3,4-oxadiazol-2-yl)methylsulfanyl]anilino]acetate",C19H17N3O4S,C19H17N3O4S,1009641,"ethyl 2-oxo-2-[4-[(5-phenyl-1,3,4-oxadiazol-2-yl)methylsulfanyl]anilino]acetate",2,0.0878195372629064
"4-(5-methoxy-2-oxospiro[1H-indole-3,3'-pyrrolidine]-1'-yl)sulfonylbenzonitrile",C19H17N3O4S,C19H17N3O4S,1022906,"4-(5-methoxy-2-oxospiro[1H-indole-3,3'-pyrrolidine]-1'-yl)sulfonylbenzonitrile",3,0.0878195372629064
"N-[4-(4-ethoxyphenyl)-5-methyl-1,3-thiazol-2-yl]-2-nitrobenzamide",C19H17N3O4S,C19H17N3O4S,1028329,"N-[4-(4-ethoxyphenyl)-5-methyl-1,3-thiazol-2-yl]-2-nitrobenzamide",4,0.0878195372629064
"N-[5-(1,3-benzodioxol-5-ylmethyl)-1,3,4-oxadiazol-2-yl]-2-(4-methylphenyl)sulfanylacetamide",C19H17N3O4S,C19H17N3O4S,1043680,"N-[5-(1,3-benzodioxol-5-ylmethyl)-1,3,4-oxadiazol-2-yl]-2-(4-methylphenyl)sulfanylacetamide",5,0.0878195372629064
"(3S)-3,5-Dihydroxy-3,4,8a,10,11,12a-hexahydro-1H-tetrapheno[10,9-b][1,4]thiazine-6,8,13(2H,9H,14bH)-trione 12,12-dioxide",C20H19NO7S,C20H19NO7S,CSID28289592,"(3S)-3,5-Dihydroxy-3,4,8a,10,11,12a-hexahydro-1H-tetrapheno[10,9-b][1,4]thiazine-6,8,13(2H,9H,14bH)-trione 12,12-dioxide",1,0.20523268526304594
5′-Guanylic acid trihydrate,C10H20N5O11P,C10H20N5O11P,CSID57535830,5′-Guanylic acid trihydrate,2,0.1390147751533432
"1-(3-chloro-4-fluorophenyl)-4-[5-(3,4-dimethoxyphenyl)-1,2,4-oxadiazol-3-yl]pyrrolidin-2-one",C20H17ClFN3O4,C20H17ClFN3O4,1082741,"1-(3-chloro-4-fluorophenyl)-4-[5-(3,4-dimethoxyphenyl)-1,2,4-oxadiazol-3-yl]pyrrolidin-2-one",3,0.11608683389656636
methyl 3-(3-chloro-4-fluorophenyl)-2-morpholin-4-yl-4-oxoquinazoline-7-carboxylate,C20H17ClFN3O4,C20H17ClFN3O4,995693,methyl 3-(3-chloro-4-fluorophenyl)-2-morpholin-4-yl-4-oxoquinazoline-7-carboxylate,4,0.11608683389656636
"1-(3-chloro-4-fluorophenyl)-4-[5-(2,4-dimethoxyphenyl)-1,2,4-oxadiazol-3-yl]pyrrolidin-2-one",C20H17ClFN3O4,C20H17ClFN3O4,1077968,"1-(3-chloro-4-fluorophenyl)-4-[5-(2,4-dimethoxyphenyl)-1,2,4-oxadiazol-3-yl]pyrrolidin-2-one",5,0.11608683389339375
3-Hydroxydodecanedioic acid,C12H22O5,C12H22O5,HMDB00413,3-Hydroxydodecanedioic acid,1,0.11247383934027134
Dibutyl malate,C12H22O5,C12H22O5,HMDB31696,Dibutyl malate,2,0.11247383934027134
3-Hydroxydodecanedioic acid,C12H22O5,C12H22O5,CSID13628081,3-Hydroxydodecanedioic acid,3,0.11246678454276807
ascr#2,C12H22O5,C12H22O5,CSID17226058,ascr#2,4,0.11246678454276807
1-[(1-Hydroperoxycyclohexyl)dioxy]cyclohexanol,C12H22O5,C12H22O5,CSID6274,1-[(1-Hydroperoxycyclohexyl)dioxy]cyclohexanol,5,0.11246678454276807
"Methyl 2,10-dimethyl-7-oxo-4,8-dioxa-3-thia-6-azaundecan-1-oate 3,3-dioxide",C10H19NO7S,C10H19NO7S,CSID67031787,"Methyl 2,10-dimethyl-7-oxo-4,8-dioxa-3-thia-6-azaundecan-1-oate 3,3-dioxide",1,0.2666942931103277
N-(Isobutoxycarbonyl)-3-sulfoisovaline,C10H19NO7S,C10H19NO7S,CSID67034025,N-(Isobutoxycarbonyl)-3-sulfoisovaline,2,0.2666942931103277
6-(2-methylquinolin-8-yl)oxy-5-nitropyrimidin-4-amine,C14H11N5O3,C14H11N5O3,1050486,6-(2-methylquinolin-8-yl)oxy-5-nitropyrimidin-4-amine,3,0.23331289194024513
"1,7-Dimethyl-2-(5-nitro-2-furyl)-1,7-dihydroimidazo[4,5-e]benzimidazole",C14H11N5O3,C14H11N5O3,CSID67495945,"1,7-Dimethyl-2-(5-nitro-2-furyl)-1,7-dihydroimidazo[4,5-e]benzimidazole",4,0.23329852183909944
"(2R,3R)-4-[(1E)-3-{[(2S)-1-Butoxy-3-(3,4-dihydroxyphenyl)-1-oxo-2-propanyl]oxy}-3-oxo-1-propen-1-yl]-2-(3,4-dihydroxyphenyl)-7-hydroxy-2,3-dihydro-1-benzofuran-3-carboxylic acid",C31H30O12,C31H30O12,CSID28287133,"(2R,3R)-4-[(1E)-3-{[(2S)-1-Butoxy-3-(3,4-dihydroxyphenyl)-1-oxo-2-propanyl]oxy}-3-oxo-1-propen-1-yl]-2-(3,4-dihydroxyphenyl)-7-hydroxy-2,3-dihydro-1-benzofuran-3-carboxylic acid",1,1.0
RS 102221 HCL,C27H31F3N4O7S,C27H31F3N4O7S,988037,RS 102221 HCL,1,1.0
"2-Amino-6-({4,5-dihydroxy-3-oxo-6-[(phosphonooxy)methyl]tetrahydro-2H-pyran-2-yl}amino)hexanoic acid",C12H23N2O10P,C12H23N2O10P,CSID701,"2-Amino-6-({4,5-dihydroxy-3-oxo-6-[(phosphonooxy)methyl]tetrahydro-2H-pyran-2-yl}amino)hexanoic acid",1,0.07241097461627108
3′-O-Benzyl-2′-deoxy-5-(trifluoromethyl)uridine,C17H17F3N2O5,C17H17F3N2O5,CSID111951,3′-O-Benzyl-2′-deoxy-5-(trifluoromethyl)uridine,2,0.06871732377004981
4-benzoyl-N-[2-(2-cyanoethylsulfanyl)phenyl]benzamide,C23H18N2O2S,C23H18N2O2S,1043458,4-benzoyl-N-[2-(2-cyanoethylsulfanyl)phenyl]benzamide,3,0.06275600647732416
"N-(4-ethyl-5-methyl-1,3-thiazol-2-yl)-1-(4-fluoro-1H-indazol-3-yl)-5-oxopyrrolidine-3-carboxamide",C18H17FN5O2S,C18H17FN5O2S,1033044,"N-(4-ethyl-5-methyl-1,3-thiazol-2-yl)-1-(4-fluoro-1H-indazol-3-yl)-5-oxopyrrolidine-3-carboxamide",4,0.06124488412396662
1-(2-fluorophenyl)-N-[[2-(4-methoxyphenyl)pyridin-3-yl]methyl]methanesulfonamide,C20H19FN2O3S,C20H19FN2O3S,1012889,1-(2-fluorophenyl)-N-[[2-(4-methoxyphenyl)pyridin-3-yl]methyl]methanesulfonamide,5,0.05464260060327733
"(2S)-2-[4-({2-O-[(2S)-3,4-Dihydroxy-4-(hydroxymethyl)tetrahydro-2-furanyl]-β-D-glucopyranosyl}oxy)phenyl]-5-hydroxy-4-oxo-3,4-dihydro-2H-chromen-7-yl (2E)-3-(4-hydroxy-3,5-dimethoxyphenyl)acrylate",C37H40O18,C37H40O18,CSID28287788,"(2S)-2-[4-({2-O-[(2S)-3,4-Dihydroxy-4-(hydroxymethyl)tetrahydro-2-furanyl]-β-D-glucopyranosyl}oxy)phenyl]-5-hydroxy-4-oxo-3,4-dihydro-2H-chromen-7-yl (2E)-3-(4-hydroxy-3,5-dimethoxyphenyl)acrylate",1,1.0
Calphostin C,C44H38O14,C44H38O14,989643,Calphostin C,1,1.0
"1-(3,4-difluorobenzoyl)-N-(furan-2-ylmethyl)azetidine-3-carboxamide",C16H14F2N2O3,C16H14F2N2O3,1044498,"1-(3,4-difluorobenzoyl)-N-(furan-2-ylmethyl)azetidine-3-carboxamide",1,0.10273438083824017
Xanthosine Dihydrate,C10H16N4O8,C10H16N4O8,CSID17961416,Xanthosine Dihydrate,2,0.08659538039087507
"3,3,6,6-Tetramethoxy-cyclohexane-1,2,4,5-tetraone tetraoxime",C10H16N4O8,C10H16N4O8,CSID20109419,"3,3,6,6-Tetramethoxy-cyclohexane-1,2,4,5-tetraone tetraoxime",3,0.08659538039087507
"2,3-dihydro-2-(5-methyl-2-thienyl)-3-phenyl-4(1H)-quinazolinone",C19H16N2OS,C19H16N2OS,CSID29414076,"2,3-dihydro-2-(5-methyl-2-thienyl)-3-phenyl-4(1H)-quinazolinone",4,0.07269509895403674
2-{(E)-[(5-Methyl-2-thienyl)methylene]amino}-N-phenylbenzamide,C19H16N2OS,C19H16N2OS,CSID635225,2-{(E)-[(5-Methyl-2-thienyl)methylene]amino}-N-phenylbenzamide,5,0.07269509895403674
"Octadecyl 2,2-bis[(2-bromoacetoxy)methyl]butanoate",C28H50Br2O6,C28H50Br2O6,CSID28605502,"Octadecyl 2,2-bis[(2-bromoacetoxy)methyl]butanoate",1,1.0
briarein D,C30H39ClO14,C30H39ClO14,CSID10200284,briarein D,1,0.3349737515021812
gemmacolide A,C30H39ClO14,C30H39ClO14,CSID10243818,gemmacolide A,2,0.3349737515021812
"[Oxybis(2,1-ethanediyloxy-2,1-phenylene)]bis(diphenylphosphine) dioxide",C40H36O5P2,C40H36O5P2,CSID297327,"[Oxybis(2,1-ethanediyloxy-2,1-phenylene)]bis(diphenylphosphine) dioxide",3,0.18508503488627945
"10,19-Octacosanediylbis(trichlorosilane)",C28H56Cl6Si2,C28H56Cl6Si2,CSID66424868,"10,19-Octacosanediylbis(trichlorosilane)",4,0.14496746210935807
"4-[(E)-(4-Fluoro-2,3-dinitrophenyl)diazenyl]-N,N-dimethylaniline",C14H12FN5O4,C14H12FN5O4,CSID67032328,"4-[(E)-(4-Fluoro-2,3-dinitrophenyl)diazenyl]-N,N-dimethylaniline",1,0.15009441330348108
"7-[(4-fluorophenyl)methyl]-1,3-dimethyl-8-nitropurine-2,6-dione",C14H12FN5O4,C14H12FN5O4,1048556,"7-[(4-fluorophenyl)methyl]-1,3-dimethyl-8-nitropurine-2,6-dione",2,0.15008705102014686
"5-(1,3-benzodioxol-5-yl)-3-(6-imidazol-1-ylpyridin-3-yl)-1,2,4-oxadiazole",C17H11N5O3,C17H11N5O3,1015683,"5-(1,3-benzodioxol-5-yl)-3-(6-imidazol-1-ylpyridin-3-yl)-1,2,4-oxadiazole",3,0.14108604644912717
"5-(1,3-benzodioxol-5-yl)-3-(6-pyrazol-1-ylpyridin-3-yl)-1,2,4-oxadiazole",C17H11N5O3,C17H11N5O3,1093395,"5-(1,3-benzodioxol-5-yl)-3-(6-pyrazol-1-ylpyridin-3-yl)-1,2,4-oxadiazole",4,0.14108604644912717
"2-(1,3-Dioxo-1,3-dihydro-2H-isoindol-2-yl)-3-(1H-indol-3-yl)propanoic acid",C19H13N2O4,C19H13N2O4,987219,"2-(1,3-Dioxo-1,3-dihydro-2H-isoindol-2-yl)-3-(1H-indol-3-yl)propanoic acid",5,0.13075658228474754
"(5S)-1,5-Anhydro-5-[(10′R)-1′,4,5,8′-tetrahydroxy-2,3′-dimethoxy-6′,7-dimethyl-9,9′,10-trioxo-9,9′,10,10′-tetrahydro-1,2′-bianthracen-10′-yl]-D-xylitol",C37H32O13,C37H32O13,CSID28287476,"(5S)-1,5-Anhydro-5-[(10′R)-1′,4,5,8′-tetrahydroxy-2,3′-dimethoxy-6′,7-dimethyl-9,9′,10-trioxo-9,9′,10,10′-tetrahydro-1,2′-bianthracen-10′-yl]-D-xylitol",1,0.5
garciobioxanthone,C37H32O13,C37H32O13,CSID32033835,garciobioxanthone,2,0.5
asn-pro-arg-his,C21H34N10O6,C21H34N10O6,CSID16597660,asn-pro-arg-his,1,0.045955137433547524
asn-pro-his-arg,C21H34N10O6,C21H34N10O6,CSID16597793,asn-pro-his-arg,2,0.045955137433547524
arg-pro-his-asn,C21H34N10O6,C21H34N10O6,CSID16589805,arg-pro-his-asn,4,0.045294936289330845
asn-arg-his-pro,C21H34N10O6,C21H34N10O6,CSID16592609,asn-arg-his-pro,5,0.045294936289330845
Cyclo(glycylmethionylglycylisoleucyltyrosylleucylprolyl),C35H53N7O8S,C35H53N7O8S,CSID28283451,Cyclo(glycylmethionylglycylisoleucyltyrosylleucylprolyl),1,1.0
5-(~2~H_3_)Methyl-1-phenyl-2(1H)-pyridinone,C12H8D3NO,C12H8D3NO,CSID74829635,5-(~2~H_3_)Methyl-1-phenyl-2(1H)-pyridinone,1,1.0
arg-thr-thr,C14H28N6O6,C14H28N6O6,CSID16569103,arg-thr-thr,1,0.14870928536018457
thr-arg-thr,C14H28N6O6,C14H28N6O6,CSID16574600,thr-arg-thr,2,0.14870928536018457
Thr Thr Arg,C14H28N6O6,C14H28N6O6,16968,Thr Thr Arg,3,0.14869430627942665
Thr Arg Thr,C14H28N6O6,C14H28N6O6,22962,Thr Arg Thr,4,0.14869430627942665
17β-Hydroxy-7α-mercaptoandrost-4-en-3-one 7-propionate,C22H32O3S,C22H32O3S,CSID10128388,17β-Hydroxy-7α-mercaptoandrost-4-en-3-one 7-propionate,5,0.13631987210108232
"(5S)-3-[(E)-{(1R,3aS,7aR)-1-[(2S)-1-Hydroxy-2-propanyl]-7a-methyloctahydro-4H-inden-4-ylidene}methyl]-1,3,4,5,6,7-hexahydro-2-benzothiophene-5-ol 2,2-dioxide",C22H34O4S,C22H34O4S,CSID113385466,"(5S)-3-[(E)-{(1R,3aS,7aR)-1-[(2S)-1-Hydroxy-2-propanyl]-7a-methyloctahydro-4H-inden-4-ylidene}methyl]-1,3,4,5,6,7-hexahydro-2-benzothiophene-5-ol 2,2-dioxide",1,0.10785622100923334
"(2Z,4E)-5-[(1S)-3-(Heptylsulfanyl)-1-hydroxy-2,6,6-trimethyl-4-oxo-2-cyclohexen-1-yl]-3-methyl-2,4-pentadienoic acid",C22H34O4S,C22H34O4S,CSID30908685,"(2Z,4E)-5-[(1S)-3-(Heptylsulfanyl)-1-hydroxy-2,6,6-trimethyl-4-oxo-2-cyclohexen-1-yl]-3-methyl-2,4-pentadienoic acid",2,0.10785622100923334
"(2Z,4E)-5-[3-(Heptylsulfanyl)-1-hydroxy-2,6,6-trimethyl-4-oxo-2-cyclohexen-1-yl]-3-methyl-2,4-pentadienoic acid",C22H34O4S,C22H34O4S,CSID65324086,"(2Z,4E)-5-[3-(Heptylsulfanyl)-1-hydroxy-2,6,6-trimethyl-4-oxo-2-cyclohexen-1-yl]-3-methyl-2,4-pentadienoic acid",3,0.10785622100923334
"(5S)-3-[(E)-{(1R,3aS,7aR)-1-[(2S)-1-Hydroxy-2-propanyl]-7a-methyloctahydro-4H-inden-4-ylidene}methyl]-1,3,4,5,6,7-hexahydro-2-benzothiophene-5-ol 2,2-dioxide",C22H34O4S,C22H34O4S,CSID7826212,"(5S)-3-[(E)-{(1R,3aS,7aR)-1-[(2S)-1-Hydroxy-2-propanyl]-7a-methyloctahydro-4H-inden-4-ylidene}methyl]-1,3,4,5,6,7-hexahydro-2-benzothiophene-5-ol 2,2-dioxide",4,0.10785622100923334
"N-[(3-fluorophenyl)methyl]-1-[2-(1-methylpyrrolo[2,3-b]pyridin-3-yl)ethyl]piperidine-4-carboxamide",C23H27FN4O,C23H27FN4O,1010378,"N-[(3-fluorophenyl)methyl]-1-[2-(1-methylpyrrolo[2,3-b]pyridin-3-yl)ethyl]piperidine-4-carboxamide",5,0.09200193459588654
"2,2′,2″-[Benzene-1,3,5-triyltris(carbonylimino)]triacetic acid trihydrate (non-preferred name)",C15H21N3O12,C15H21N3O12,CSID67177236,"2,2′,2″-[Benzene-1,3,5-triyltris(carbonylimino)]triacetic acid trihydrate (non-preferred name)",1,0.22022753822455773
N-(3-cyanophenyl)-1-[(2-oxo-1H-quinolin-6-yl)sulfonyl]piperidine-4-carboxamide,C22H19N4O4S,C22H19N4O4S,997452,N-(3-cyanophenyl)-1-[(2-oxo-1H-quinolin-6-yl)sulfonyl]piperidine-4-carboxamide,2,0.2144564719977148
,C22H19N4O4S,C22H19N4O4S,1088773,,3,0.21445647199420922
"N-tert-butyl-4-[[(2,4-dichloro-5-methylphenyl)sulfonylamino]methyl]piperidine-1-carboxamide",C18H27Cl2N3O3S,C18H27Cl2N3O3S,1043894,"N-tert-butyl-4-[[(2,4-dichloro-5-methylphenyl)sulfonylamino]methyl]piperidine-1-carboxamide",4,0.19080857920334357
Difloxacin Hydrochloride,C21H19ClF2N3O3,C21H19ClF2N3O3,CSID50724,Difloxacin Hydrochloride,5,0.16005093858017472
2-Chloro-6-methyl-N′-[4-methyl-3-(3-quinolinylethynyl)benzoyl]benzohydrazide,C27H20ClN3O2,C27H20ClN3O2,CSID81367338,2-Chloro-6-methyl-N′-[4-methyl-3-(3-quinolinylethynyl)benzoyl]benzohydrazide,1,0.367597779230129
"2-Phenyl-2-[4-(tetrazolo[1,5-a]quinolin-4-ylmethoxy)phenyl]-1,3-thiazolidin-4-one",C25H19N5O2S,C25H19N5O2S,CSID67168000,"2-Phenyl-2-[4-(tetrazolo[1,5-a]quinolin-4-ylmethoxy)phenyl]-1,3-thiazolidin-4-one",2,0.32040622385993134
tert-butyl 4-[4-amino-5-(4-chlorophenyl)sulfonylpyrimidin-2-yl]piperazine-1-carboxylate,C19H24ClN5O4S,C19H24ClN5O4S,998285,tert-butyl 4-[4-amino-5-(4-chlorophenyl)sulfonylpyrimidin-2-yl]piperazine-1-carboxylate,3,0.3119959969099398
"5,8-Dihydroxy-2,3-dihydro-4H-spiro[naphthalene-1,2′-naphtho[1,8-de][1,3]dioxin]-4-one",C20H14O5,C20H14O5,CSID24689470,"5,8-Dihydroxy-2,3-dihydro-4H-spiro[naphthalene-1,2′-naphtho[1,8-de][1,3]dioxin]-4-one",1,0.050430841252423794
"3-Hydroxy-10,10-dimethyl-6H,10H-chromeno[6′,7′:4,5]furo[3,2-c]chromen-6-one",C20H14O5,C20H14O5,CSID24843107,"3-Hydroxy-10,10-dimethyl-6H,10H-chromeno[6′,7′:4,5]furo[3,2-c]chromen-6-one",2,0.050430841252423794
Fluorescin,C20H14O5,C20H14O5,CSID61512,Fluorescin,3,0.050430841252423794
"3′,6′-Dihydroxy-1′,2′-dihydro-3H-spiro[2-benzofuran-1,9′-xanthen]-3-one",C20H14O5,C20H14O5,CSID67157920,"3′,6′-Dihydroxy-1′,2′-dihydro-3H-spiro[2-benzofuran-1,9′-xanthen]-3-one",4,0.050430841252423794
Sophoracoumestan A,C20H14O5,C20H14O5,LMPK12090013,Sophoracoumestan A,5,0.0504187509752968
"Methyl 1-(chloroacetyl)-2-methyl-1,2,3,4-tetrahydro-4-quinolinecarboxylate",C14H16ClNO3,C14H16ClNO3,CSID32228689,"Methyl 1-(chloroacetyl)-2-methyl-1,2,3,4-tetrahydro-4-quinolinecarboxylate",1,0.13757751390112874
Ofurace,C14H16ClNO3,C14H16ClNO3,72568,Ofurace,2,0.12320726295462313
(2S)-2-{2-[(4-Chlorobenzyl)amino]-2-oxoethyl}-4-pentenoic acid,C14H16ClNO3,C14H16ClNO3,CSID24605019,(2S)-2-{2-[(4-Chlorobenzyl)amino]-2-oxoethyl}-4-pentenoic acid,3,0.12320253719070802
"(RS)-α-(2-Chloro-N-2,6-xylylacetamido)-γ-butyrolactone",C14H16ClNO3,C14H16ClNO3,CSID39084,"(RS)-α-(2-Chloro-N-2,6-xylylacetamido)-γ-butyrolactone",4,0.12320253719070802
2-{2-[(4-Chlorobenzyl)amino]-2-oxoethyl}-4-pentenoic acid,C14H16ClNO3,C14H16ClNO3,CSID65324924,2-{2-[(4-Chlorobenzyl)amino]-2-oxoethyl}-4-pentenoic acid,5,0.12320253719070802
albanol A,C34H26O8,C34H26O8,CSID390375,albanol A,1,0.3333333333333333
albanol A,C34H26O8,C34H26O8,CSID8135141,albanol A,2,0.3333333333333333
