compound_name,formula,molecular_formula,source_compound_id,description,rank,probabilidade
"N,N-Dihexyl-5-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-2-(trifluoromethyl)benzamide",C26H41BF3NO3,C26H41BF3NO3,CSID35036396,"N,N-Dihexyl-5-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-2-(trifluoromethyl)benzamide",3,
"3-[(2E)-3,7-Dimethyl-2,6-octadien-1-yl]-4-hydroxybenzoate",C17H21O3-,C17H21O3-,CSID24603696,"3-[(2E)-3,7-Dimethyl-2,6-octadien-1-yl]-4-hydroxybenzoate",1,
Scabellone B,C34H42O6,C34H42O6,CSID26286198,Scabellone B,1,
"1-[(2E)-3,7-Dimethyl-2,6-octadien-1-yl]-3,6,8-trihydroxy-2-methoxy-4,7-bis(3-methyl-2-buten-1-yl)-9H-xanthen-9-one",C34H42O6,C34H42O6,CSID9664477,"1-[(2E)-3,7-Dimethyl-2,6-octadien-1-yl]-3,6,8-trihydroxy-2-methoxy-4,7-bis(3-methyl-2-buten-1-yl)-9H-xanthen-9-one",2,
Bonafousine,C35H40N4O3,C35H40N4O3,CSID10225677,Bonafousine,1,
Bonafousine,C35H40N4O3,C35H40N4O3,CSID390555,Bonafousine,2,
"(1R,2S,4S,5S,6S,10R,13S,14R,18S,19R,20R)-5-[(tert- Butyldimethylsilyl)oxy]-1,19-dihydroxy-4,8,8,20-tetramethyl-11-methylidene-18-(prop-1-en-2-yl)-7,9,15,17- tetraoxapentacyclo[11.7.0.02,6.06,10.014,18]icosan-16-one",C30H48O8Si,C30H48O8Si,CSID26050844,"(1R,2S,4S,5S,6S,10R,13S,14R,18S,19R,20R)-5-[(tert- Butyldimethylsilyl)oxy]-1,19-dihydroxy-4,8,8,20-tetramethyl-11-methylidene-18-(prop-1-en-2-yl)-7,9,15,17- tetraoxapentacyclo[11.7.0.02,6.06,10.014,18]icosan-16-one",3,
"N-[(benzyloxy)carbonyl]-L-leucyl-N-[(1E,3S)-5-methyl-1-(methylsulfonyl)hex-1-en-3-yl]-L-leucinamide",C28H45N3O6S,C28H45N3O6S,CSID4593751,"N-[(benzyloxy)carbonyl]-L-leucyl-N-[(1E,3S)-5-methyl-1-(methylsulfonyl)hex-1-en-3-yl]-L-leucinamide",1,
phe-phe-trp-val,C34H39N5O5,C34H39N5O5,CSID16685305,phe-phe-trp-val,1,
phe-phe-val-trp,C34H39N5O5,C34H39N5O5,CSID16685341,phe-phe-val-trp,2,
"4-{[(19R,25S)-25-Amino-25-carboxy-22-hydroxy-22-oxido-16-oxo-17,21,23-trioxa-22λ~5~-phosphapentacosan-19-yl]oxy}-4-oxobutanoic acid",C26H48NO12P,C26H48NO12P,CSID113380896,"4-{[(19R,25S)-25-Amino-25-carboxy-22-hydroxy-22-oxido-16-oxo-17,21,23-trioxa-22λ~5~-phosphapentacosan-19-yl]oxy}-4-oxobutanoic acid",3,
"(1α,6α,14α,16β)-8-Acetoxy-1,6,16-trimethoxy-4-(methoxymethyl)aconit-19-en-14-yl 4-methoxybenzoate",C33H43NO9,C33H43NO9,CSID28285000,"(1α,6α,14α,16β)-8-Acetoxy-1,6,16-trimethoxy-4-(methoxymethyl)aconit-19-en-14-yl 4-methoxybenzoate",4,
phe-trp-phe-val,C34H39N5O5,C34H39N5O5,CSID16686816,phe-trp-phe-val,5,
phe-trp-val-phe,C34H39N5O5,C34H39N5O5,CSID16686930,phe-trp-val-phe,6,
phe-val-phe-trp,C34H39N5O5,C34H39N5O5,CSID16687613,phe-val-phe-trp,7,
phe-val-trp-phe,C34H39N5O5,C34H39N5O5,CSID16687689,phe-val-trp-phe,8,
trp-phe-phe-val,C34H39N5O5,C34H39N5O5,CSID16717170,trp-phe-phe-val,9,
trp-phe-val-phe,C34H39N5O5,C34H39N5O5,CSID16717283,trp-phe-val-phe,10,
Pyrojesaconitine,C33H45NO10,C33H45NO10,CSID10211305,Pyrojesaconitine,1,
Hypaconitine,C33H45NO10,C33H45NO10,CSID390339,Hypaconitine,2,
ala-trp-tyr-tyr,C32H35N5O7,C32H35N5O7,CSID16583249,ala-trp-tyr-tyr,1,
ala-tyr-trp-tyr,C32H35N5O7,C32H35N5O7,CSID16583629,ala-tyr-trp-tyr,2,
ala-tyr-tyr-trp,C32H35N5O7,C32H35N5O7,CSID16583647,ala-tyr-tyr-trp,3,
phe-ser-trp-tyr,C32H35N5O7,C32H35N5O7,CSID16686098,phe-ser-trp-tyr,4,
phe-ser-tyr-trp,C32H35N5O7,C32H35N5O7,CSID16686117,phe-ser-tyr-trp,5,
phe-trp-ser-tyr,C32H35N5O7,C32H35N5O7,CSID16686855,phe-trp-ser-tyr,6,
phe-trp-tyr-ser,C32H35N5O7,C32H35N5O7,CSID16686912,phe-trp-tyr-ser,7,
phe-tyr-ser-trp,C32H35N5O7,C32H35N5O7,CSID16687254,phe-tyr-ser-trp,8,
phe-tyr-trp-ser,C32H35N5O7,C32H35N5O7,CSID16687292,phe-tyr-trp-ser,9,
ser-phe-trp-tyr,C32H35N5O7,C32H35N5O7,CSID16701266,ser-phe-trp-tyr,10,
IRAK inhibitor 4,C33H34F3N6O3,C33H34F3N6O3,986762,IRAK inhibitor 4,1,
gln-phe-tyr-tyr,C32H37N5O8,C32H37N5O8,CSID16629534,gln-phe-tyr-tyr,2,
gln-tyr-phe-tyr,C32H37N5O8,C32H37N5O8,CSID16631434,gln-tyr-phe-tyr,3,
gln-tyr-tyr-phe,C32H37N5O8,C32H37N5O8,CSID16631529,gln-tyr-tyr-phe,4,
phe-gln-tyr-tyr,C32H37N5O8,C32H37N5O8,CSID16682545,phe-gln-tyr-tyr,5,
phe-tyr-gln-tyr,C32H37N5O8,C32H37N5O8,CSID16687075,phe-tyr-gln-tyr,6,
phe-tyr-tyr-gln,C32H37N5O8,C32H37N5O8,CSID16687303,phe-tyr-tyr-gln,7,
tyr-gln-phe-tyr,C32H37N5O8,C32H37N5O8,CSID16722354,tyr-gln-phe-tyr,8,
tyr-gln-tyr-phe,C32H37N5O8,C32H37N5O8,CSID16722449,tyr-gln-tyr-phe,9,
tyr-phe-gln-tyr,C32H37N5O8,C32H37N5O8,CSID16725002,tyr-phe-gln-tyr,10,
L-Tyrosyl-D-alanyl-L-phenylalanyl-N-{(2S)-1-({(2S)-1-amino-5-[(diaminomethylene)amino]-1-oxo-2-pentanyl}amino)-5-[(diaminomethylene)amino]-2-pentanyl}-L-leucinamide,C39H63N13O6,C39H63N13O6,CSID8163537,L-Tyrosyl-D-alanyl-L-phenylalanyl-N-{(2S)-1-({(2S)-1-amino-5-[(diaminomethylene)amino]-1-oxo-2-pentanyl}amino)-5-[(diaminomethylene)amino]-2-pentanyl}-L-leucinamide,1,
1-Eicosapentaenoyl-2-docosahexaenoyl-sn-glycero-3-phosphoethanolamine,C47H72NO8P,C47H72NO8P,CSID24768924,1-Eicosapentaenoyl-2-docosahexaenoyl-sn-glycero-3-phosphoethanolamine,2,
"(2R)-3-{[(2-Aminoethoxy)(hydroxy)phosphoryl]oxy}-2-[(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-icosapentaenoyloxy]propyl (4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-docosahexaenoate",C47H72NO8P,C47H72NO8P,CSID24769142,"(2R)-3-{[(2-Aminoethoxy)(hydroxy)phosphoryl]oxy}-2-[(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-icosapentaenoyloxy]propyl (4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-docosahexaenoate",3,
"(3E,6E,9E,12E,15E,23R)-29-Amino-26-hydroxy-26-oxido-20-oxo-21,25,27-trioxa-26λ~5~-phosphanonacosa-3,6,9,12,15-pentaen-23-yl (4E,7E,10E,13E,16E,19E)-4,7,10,13,16,19-docosahexaenoate",C47H72NO8P,C47H72NO8P,CSID59699042,"(3E,6E,9E,12E,15E,23R)-29-Amino-26-hydroxy-26-oxido-20-oxo-21,25,27-trioxa-26λ~5~-phosphanonacosa-3,6,9,12,15-pentaen-23-yl (4E,7E,10E,13E,16E,19E)-4,7,10,13,16,19-docosahexaenoate",4,
"(2R)-3-{[(2-Aminoethoxy)(hydroxy)phosphoryl]oxy}-2-[(5Z,8E,11E,14Z,17Z)-5,8,11,14,17-icosapentaenoyloxy]propyl (4E,7E,10E,13E,16E,19E)-4,7,10,13,16,19-docosahexaenoate",C47H72NO8P,C47H72NO8P,CSID59699256,"(2R)-3-{[(2-Aminoethoxy)(hydroxy)phosphoryl]oxy}-2-[(5Z,8E,11E,14Z,17Z)-5,8,11,14,17-icosapentaenoyloxy]propyl (4E,7E,10E,13E,16E,19E)-4,7,10,13,16,19-docosahexaenoate",5,
"1-(3,7-Bis{[(2-methoxyethoxy)carbonyl]amino}heptyl)-L-proline",C20H37N3O8,C20H37N3O8,CSID67490524,"1-(3,7-Bis{[(2-methoxyethoxy)carbonyl]amino}heptyl)-L-proline",1,
Chlorophyll d,C54H70MgN4O6,C54H70MgN4O6,HMDB37256,Chlorophyll d,1,
Chlorophyll d,C54H70MgN4O6,C54H70MgN4O6,CSID16736116,Chlorophyll d,2,
"(2Z,4S)-4-(Acetyloxy)-N-[(2R,3R,5S,6S)-6-[(2E,4E)-5-[(3R,4R,5R,7S)-4,7-dihydroxy-7-methyl-1,6-dioxaspiro[2.5]oct-5-yl]-3-methyl-2,4-pentadien-1-yl]tetrahydro-2,5-dimethyl-2H-pyran-3-yl]-2-pentenamide",C27H41NO8,C27H41NO8,CSID8729038,"(2Z,4S)-4-(Acetyloxy)-N-[(2R,3R,5S,6S)-6-[(2E,4E)-5-[(3R,4R,5R,7S)-4,7-dihydroxy-7-methyl-1,6-dioxaspiro[2.5]oct-5-yl]-3-methyl-2,4-pentadien-1-yl]tetrahydro-2,5-dimethyl-2H-pyran-3-yl]-2-pentenamide",1,
"(2E,6E,8S,9S,10R,11E,13R,14S)-18-(2,6-Dioxo-4-piperidinyl)-9,13-dihydroxy-8-methoxy-10,12,14-trimethyl-15-oxo-2,6,11-octadecatrienoic acid",C27H41NO8,C27H41NO8,CSID23332982,"(2E,6E,8S,9S,10R,11E,13R,14S)-18-(2,6-Dioxo-4-piperidinyl)-9,13-dihydroxy-8-methoxy-10,12,14-trimethyl-15-oxo-2,6,11-octadecatrienoic acid",2,
"(2E,6E,8S,9S,10R,11E,13S,14S)-18-(2,6-Dioxo-4-piperidinyl)-9,13-dihydroxy-8-methoxy-10,12,14-trimethyl-15-oxo-2,6,11-octadecatrienoic acid",C27H41NO8,C27H41NO8,CSID23332983,"(2E,6E,8S,9S,10R,11E,13S,14S)-18-(2,6-Dioxo-4-piperidinyl)-9,13-dihydroxy-8-methoxy-10,12,14-trimethyl-15-oxo-2,6,11-octadecatrienoic acid",3,
"(2E,6E,8S,9S,10R,11R,12E,14S)-18-(2,6-Dioxo-4-piperidinyl)-9,11-dihydroxy-8-methoxy-10,12,14-trimethyl-15-oxo-2,6,12-octadecatrienoic acid",C27H41NO8,C27H41NO8,CSID24604151,"(2E,6E,8S,9S,10R,11R,12E,14S)-18-(2,6-Dioxo-4-piperidinyl)-9,11-dihydroxy-8-methoxy-10,12,14-trimethyl-15-oxo-2,6,12-octadecatrienoic acid",4,
Pictumine,C27H41NO8,C27H41NO8,CSID10211233,Pictumine,5,
deltaline,C27H41NO8,C27H41NO8,CSID390331,deltaline,6,
ile-tyr-arg-gly,C23H37N7O6,C23H37N7O6,CSID16655089,ile-tyr-arg-gly,7,
ile-tyr-gly-arg,C23H37N7O6,C23H37N7O6,CSID16655203,ile-tyr-gly-arg,8,
leu-tyr-arg-gly,C23H37N7O6,C23H37N7O6,CSID16663060,leu-tyr-arg-gly,9,
leu-tyr-gly-arg,C23H37N7O6,C23H37N7O6,CSID16663174,leu-tyr-gly-arg,10,
Pubescenine,C26H41NO8,C26H41NO8,CSID10211321,Pubescenine,1,
Hispaconitine,C26H41NO8,C26H41NO8,CSID10211336,Hispaconitine,2,
"2-[4-[2-(azepan-1-yl)-2-oxoethyl]piperazin-1-yl]-6-(2,2-dimethylpropanoylamino)quinoline-4-carboxylic acid",C27H37N5O4,C27H37N5O4,1011616,"2-[4-[2-(azepan-1-yl)-2-oxoethyl]piperazin-1-yl]-6-(2,2-dimethylpropanoylamino)quinoline-4-carboxylic acid",3,
"6-N-cyclopentyl-6-methyl-8-oxo-1-N-[(4-propan-2-yloxyphenyl)methyl]-7-propyl-5H-imidazo[1,5-a]pyrazine-1,6-dicarboxamide",C27H37N5O4,C27H37N5O4,1021214,"6-N-cyclopentyl-6-methyl-8-oxo-1-N-[(4-propan-2-yloxyphenyl)methyl]-7-propyl-5H-imidazo[1,5-a]pyrazine-1,6-dicarboxamide",4,
"6-[4-[4-(2-methyl-2,3-dihydroindol-1-yl)-4-oxobutanoyl]piperazin-1-yl]-1,3-di(propan-2-yl)pyrimidine-2,4-dione",C27H37N5O4,C27H37N5O4,1083670,"6-[4-[4-(2-methyl-2,3-dihydroindol-1-yl)-4-oxobutanoyl]piperazin-1-yl]-1,3-di(propan-2-yl)pyrimidine-2,4-dione",5,
"6-[4-[5-oxo-1-(2-phenylethyl)pyrrolidine-3-carbonyl]piperazin-1-yl]-1,3-di(propan-2-yl)pyrimidine-2,4-dione",C27H37N5O4,C27H37N5O4,1092957,"6-[4-[5-oxo-1-(2-phenylethyl)pyrrolidine-3-carbonyl]piperazin-1-yl]-1,3-di(propan-2-yl)pyrimidine-2,4-dione",6,
"(2R)-2-[(9Z)-9-Hexadecenoyloxy]-3-[(hydroxy{[(1S,2S,3S,4S,5R,6S)-2,3,4,5-tetrahydroxy-6-(α-D-mannopyranosyloxy)cyclohexyl]oxy}phosphoryl)oxy]propyl (9Z,12Z)-9,12-nonadecadienoate",C50H89O18P,C50H89O18P,CSID113380497,"(2R)-2-[(9Z)-9-Hexadecenoyloxy]-3-[(hydroxy{[(1S,2S,3S,4S,5R,6S)-2,3,4,5-tetrahydroxy-6-(α-D-mannopyranosyloxy)cyclohexyl]oxy}phosphoryl)oxy]propyl (9Z,12Z)-9,12-nonadecadienoate",1,
"(2R)-2-[(9Z,12Z)-9,12-Hexadecadienoyloxy]-3-[(hydroxy{[(1S,2S,3S,4S,5R,6S)-2,3,4,5-tetrahydroxy-6-(α-D-mannopyranosyloxy)cyclohexyl]oxy}phosphoryl)oxy]propyl (9Z)-9-nonadecenoate",C50H89O18P,C50H89O18P,CSID113380492,"(2R)-2-[(9Z,12Z)-9,12-Hexadecadienoyloxy]-3-[(hydroxy{[(1S,2S,3S,4S,5R,6S)-2,3,4,5-tetrahydroxy-6-(α-D-mannopyranosyloxy)cyclohexyl]oxy}phosphoryl)oxy]propyl (9Z)-9-nonadecenoate",2,
galegine,C6H13N3,C6H13N3,CSID10518,galegine,1,
1-amidinopiperidine,C6H13N3,C6H13N3,CSID177636,1-amidinopiperidine,2,
"2-(2-Methyl-4,5-dihydro-1H-imidazol-1-yl)ethanamine",C6H13N3,C6H13N3,CSID215729,"2-(2-Methyl-4,5-dihydro-1H-imidazol-1-yl)ethanamine",3,
Hexylazide,C6H13N3,C6H13N3,CSID21841,Hexylazide,4,
"2-Hydrazino-3,4,5,6-tetrahydro-2H-azepine",C6H13N3,C6H13N3,CSID32971202,"2-Hydrazino-3,4,5,6-tetrahydro-2H-azepine",5,
"Octahydro-1H-pyrrolo[3,2-d]pyrimidine",C6H13N3,C6H13N3,CSID61387378,"Octahydro-1H-pyrrolo[3,2-d]pyrimidine",6,
"1,3,7-Triazabicyclo[3.3.1]nonane",C6H13N3,C6H13N3,CSID67025294,"1,3,7-Triazabicyclo[3.3.1]nonane",7,
3-[(1-Aminopropyl)amino]propanenitrile,C6H13N3,C6H13N3,CSID67030277,3-[(1-Aminopropyl)amino]propanenitrile,8,
6-Diazenyl-1-hexanimine,C6H13N3,C6H13N3,CSID67031444,6-Diazenyl-1-hexanimine,9,
"1,3,6-Triazaspiro[4.4]nonane",C6H13N3,C6H13N3,CSID67174997,"1,3,6-Triazaspiro[4.4]nonane",10,
"1,3,6,9,11,14-Hexaazatricyclo[12.2.1.1~6,9~]octadecane",C12H26N6,C12H26N6,CSID67030015,"1,3,6,9,11,14-Hexaazatricyclo[12.2.1.1~6,9~]octadecane",1,
"1,4,7,9,12,14-Hexaazatricyclo[12.2.1.1~4,7~]octadecane",C12H26N6,C12H26N6,CSID67496433,"1,4,7,9,12,14-Hexaazatricyclo[12.2.1.1~4,7~]octadecane",2,
"N-(2-Aminoethyl)-N′-{2-[(2-{(Z)-[(3E)-3-(hydroxyimino)-2-butanylidene]amino}ethyl)amino]ethyl}-1,2-ethanediamine",C12H28N6O,C12H28N6O,CSID67153115,"N-(2-Aminoethyl)-N′-{2-[(2-{(Z)-[(3E)-3-(hydroxyimino)-2-butanylidene]amino}ethyl)amino]ethyl}-1,2-ethanediamine",1,
Methyl N-{[(2-methyl-2-propanyl)oxy]carbonyl}-L-leucyl-L-isoleucinate,C18H34N2O5,C18H34N2O5,CSID57485501,Methyl N-{[(2-methyl-2-propanyl)oxy]carbonyl}-L-leucyl-L-isoleucinate,1,
Methyl N-{[(2-methyl-2-propanyl)oxy]carbonyl}-L-isoleucyl-L-leucinate,C18H34N2O5,C18H34N2O5,CSID9199945,Methyl N-{[(2-methyl-2-propanyl)oxy]carbonyl}-L-isoleucyl-L-leucinate,2,
Aurantiumal,C21H22O5,C21H22O5,CSID30776846,Aurantiumal,1,
"4-{[(2Z)-5-(3,3-Dimethyl-2-oxiranyl)-3-methyl-2-penten-1-yl]oxy}-7H-furo[3,2-g]chromen-7-one",C21H22O5,C21H22O5,CSID35014736,"4-{[(2Z)-5-(3,3-Dimethyl-2-oxiranyl)-3-methyl-2-penten-1-yl]oxy}-7H-furo[3,2-g]chromen-7-one",2,
Notopterol,C21H22O5,C21H22O5,CSID4478370,Notopterol,3,
Epoxybergamottin,C21H22O5,C21H22O5,LMPK12160610,Epoxybergamottin,4,
Lansiumarin C,C21H22O5,C21H22O5,HMDB34838,Lansiumarin C,5,
Aurantiumal,C21H22O5,C21H22O5,HMDB30735,Aurantiumal,6,
Epoxybergamottin,C21H22O5,C21H22O5,HMDB39067,Epoxybergamottin,7,
"(8R,15S,18R,22S)-5-Methyl-7,16-dioxahexacyclo[13.6.1.0~1,8~.0~4,21~.0~9,14~.0~18,22~]docosa-9(14),11-diene-10,13,17-trione",C21H22O5,C21H22O5,CSID16735973,"(8R,15S,18R,22S)-5-Methyl-7,16-dioxahexacyclo[13.6.1.0~1,8~.0~4,21~.0~9,14~.0~18,22~]docosa-9(14),11-diene-10,13,17-trione",8,
"5,7-Diethoxy-3-(4-ethoxyphenyl)-2H-chromen-2-one",C21H22O5,C21H22O5,CSID58804522,"5,7-Diethoxy-3-(4-ethoxyphenyl)-2H-chromen-2-one",9,
"5,7-Diethoxy-3-(4-methoxyphenyl)-4-methyl-2H-chromen-2-one",C21H22O5,C21H22O5,CSID58804525,"5,7-Diethoxy-3-(4-methoxyphenyl)-4-methyl-2H-chromen-2-one",10,
"4-{[(2Z)-6,7-Dihydroxy-3,7-dimethyl-2-octen-1-yl]oxy}-7H-furo[3,2-g]chromen-7-one",C21H24O6,C21H24O6,CSID35014735,"4-{[(2Z)-6,7-Dihydroxy-3,7-dimethyl-2-octen-1-yl]oxy}-7H-furo[3,2-g]chromen-7-one",1,
"2-[3-Hydroxy-6-(2-methyl-3-buten-2-yl)-7-oxo-2,3-dihydro-7H-furo[3,2-g]chromen-2-yl]-2-propanyl acetate",C21H24O6,C21H24O6,CSID74852811,"2-[3-Hydroxy-6-(2-methyl-3-buten-2-yl)-7-oxo-2,3-dihydro-7H-furo[3,2-g]chromen-2-yl]-2-propanyl acetate",2,
"6',7'-Dihydroxybergamottin",C21H24O6,C21H24O6,HMDB39066,"6',7'-Dihydroxybergamottin",3,
"(10S,11S,12S)-10,12-Dihydroxy-6,6,11-trimethyl-4-propyl-11,12-dihydro-2H,6H,10H-dipyrano[2,3-f:2′,3′-h]chromen-2-one",C21H24O6,C21H24O6,CSID28282182,"(10S,11S,12S)-10,12-Dihydroxy-6,6,11-trimethyl-4-propyl-11,12-dihydro-2H,6H,10H-dipyrano[2,3-f:2′,3′-h]chromen-2-one",4,
"Methyl (1R,2R,6S,7S,8R)-6-[(E)-2-(3-furyl)vinyl]-1-hydroxy-2,6-dimethyl-10-oxo-9-oxatricyclo[6.2.2.0~2,7~]dodec-11-ene-5-carboxylate",C21H24O6,C21H24O6,CSID28285179,"Methyl (1R,2R,6S,7S,8R)-6-[(E)-2-(3-furyl)vinyl]-1-hydroxy-2,6-dimethyl-10-oxo-9-oxatricyclo[6.2.2.0~2,7~]dodec-11-ene-5-carboxylate",5,
"4-Allyl-10-butyryl-5,7-dihydroxy-8,8-dimethyl-7,8-dihydro-2H,6H-pyrano[3,2-g]chromen-2-one",C21H24O6,C21H24O6,CSID74852746,"4-Allyl-10-butyryl-5,7-dihydroxy-8,8-dimethyl-7,8-dihydro-2H,6H-pyrano[3,2-g]chromen-2-one",6,
"10-(3-Butenoyl)-5,7-dihydroxy-8,8-dimethyl-4-propyl-7,8-dihydro-2H,6H-pyrano[3,2-g]chromen-2-one",C21H24O6,C21H24O6,CSID74852747,"10-(3-Butenoyl)-5,7-dihydroxy-8,8-dimethyl-4-propyl-7,8-dihydro-2H,6H-pyrano[3,2-g]chromen-2-one",7,
"2-[6-(1-Hydroxy-2-methyl-3-buten-2-yl)-7-oxo-2,3-dihydro-7H-furo[3,2-g]chromen-2-yl]-2-propanyl acetate",C21H24O6,C21H24O6,CSID74852808,"2-[6-(1-Hydroxy-2-methyl-3-buten-2-yl)-7-oxo-2,3-dihydro-7H-furo[3,2-g]chromen-2-yl]-2-propanyl acetate",8,
"1-Hydroxy-2-[6-(2-methyl-3-buten-2-yl)-7-oxo-2,3-dihydro-7H-furo[3,2-g]chromen-2-yl]-2-propanyl acetate",C21H24O6,C21H24O6,CSID74852809,"1-Hydroxy-2-[6-(2-methyl-3-buten-2-yl)-7-oxo-2,3-dihydro-7H-furo[3,2-g]chromen-2-yl]-2-propanyl acetate",9,
"2-[6-(2-Methyl-3-buten-2-yl)-7-oxo-2,3-dihydro-7H-furo[3,2-g]chromen-2-yl]-2-propanyl glycolate",C21H24O6,C21H24O6,CSID74852810,"2-[6-(2-Methyl-3-buten-2-yl)-7-oxo-2,3-dihydro-7H-furo[3,2-g]chromen-2-yl]-2-propanyl glycolate",10,
"N,N-Diethyl-2,3,3,3-tetrafluoropropanamide",C7H11F4NO,C7H11F4NO,CSID2054451,"N,N-Diethyl-2,3,3,3-tetrafluoropropanamide",1,
choline dihydrogen phosphate,C5H16NO5P,C5H16NO5P,CSID132290,choline dihydrogen phosphate,2,
"N-(5-methyl-1H-1,2,4-triazol-3-yl)benzamide",C10H9N4O,C10H9N4O,1032572,"N-(5-methyl-1H-1,2,4-triazol-3-yl)benzamide",3,
"5,6-dimethyl-2-pyrazin-2-yl-1H-pyrimidin-4-one",C10H9N4O,C10H9N4O,1084654,"5,6-dimethyl-2-pyrazin-2-yl-1H-pyrimidin-4-one",4,
"2-(Trifluoromethyl)-5,6,7,8-tetrahydroquinoline",C10H10F3N,C10H10F3N,CSID30774095,"2-(Trifluoromethyl)-5,6,7,8-tetrahydroquinoline",5,
1-Benzyl-2-(trifluoromethyl)aziridine,C10H10F3N,C10H10F3N,CSID488461,1-Benzyl-2-(trifluoromethyl)aziridine,6,
Norazine,C7H12ClN5,C7H12ClN5,CSID17146,Norazine,7,
"2,4-Bis(dimethylamino)-6-chloro-s-triazine",C7H12ClN5,C7H12ClN5,CSID471572,"2,4-Bis(dimethylamino)-6-chloro-s-triazine",8,
Simazine,C7H12ClN5,C7H12ClN5,CSID5027,Simazine,9,
Desethylterbutylazine,C7H12ClN5,C7H12ClN5,CSID97278,Desethylterbutylazine,10,
"(3aS,6aR)-5-(2-phenylethyl)-2-[[4-(trifluoromethyl)phenyl]methyl]-1,3,3a,6a-tetrahydropyrrolo[3,4-c]pyrrole-4,6-dione",C22H21F3N2O2,C22H21F3N2O2,1037059,"(3aS,6aR)-5-(2-phenylethyl)-2-[[4-(trifluoromethyl)phenyl]methyl]-1,3,3a,6a-tetrahydropyrrolo[3,4-c]pyrrole-4,6-dione",1,
Benzyl beta-primeveroside,C18H26O10,C18H26O10,HMDB41190,Benzyl beta-primeveroside,2,
Benzyl O-[arabinofuranosyl-(1->6)-glucoside],C18H26O10,C18H26O10,HMDB41514,Benzyl O-[arabinofuranosyl-(1->6)-glucoside],3,
Benzyl 6-O-β-D-xylopyranosyl-β-D-glucopyranoside,C18H26O10,C18H26O10,CSID116025,Benzyl 6-O-β-D-xylopyranosyl-β-D-glucopyranoside,4,
Icariside F2,C18H26O10,C18H26O10,CSID22913850,Icariside F2,5,
"(5R,6R,8S,8aS)-8a-Hydroxy-8-methoxy-1-oxo-5-vinyl-3,5,6,7,8,8a-hexahydro-1H-isochromen-6-yl D-erythro-hexopyranoside",C18H26O10,C18H26O10,CSID28282751,"(5R,6R,8S,8aS)-8a-Hydroxy-8-methoxy-1-oxo-5-vinyl-3,5,6,7,8,8a-hexahydro-1H-isochromen-6-yl D-erythro-hexopyranoside",6,
"Bis(1,1,3-trihydroxy-2,2-dimethylpropyl) terephthalate",C18H26O10,C18H26O10,CSID67165548,"Bis(1,1,3-trihydroxy-2,2-dimethylpropyl) terephthalate",7,
1-[[1-[(2-chloro-6-fluorophenyl)methylsulfonyl]piperidin-4-yl]methyl]-3-methylpiperidine,C19H28ClFN2O2S,C19H28ClFN2O2S,1005716,1-[[1-[(2-chloro-6-fluorophenyl)methylsulfonyl]piperidin-4-yl]methyl]-3-methylpiperidine,8,
1-[[1-[(2-chloro-6-fluorophenyl)methylsulfonyl]piperidin-4-yl]methyl]azepane,C19H28ClFN2O2S,C19H28ClFN2O2S,1024707,1-[[1-[(2-chloro-6-fluorophenyl)methylsulfonyl]piperidin-4-yl]methyl]azepane,9,
Ser Glu Trp,C19H24N4O7,C19H24N4O7,17688,Ser Glu Trp,1,
Thr Trp Asp,C19H24N4O7,C19H24N4O7,18424,Thr Trp Asp,2,
Thr Asp Trp,C19H24N4O7,C19H24N4O7,19882,Thr Asp Trp,3,
asp-thr-trp,C19H24N4O7,C19H24N4O7,CSID16569896,asp-thr-trp,4,
asp-trp-thr,C19H24N4O7,C19H24N4O7,CSID16569915,asp-trp-thr,5,
glu-ser-trp,C19H24N4O7,C19H24N4O7,CSID16570656,glu-ser-trp,6,
glu-trp-ser,C19H24N4O7,C19H24N4O7,CSID16570687,glu-trp-ser,7,
ser-glu-trp,C19H24N4O7,C19H24N4O7,CSID16574283,ser-glu-trp,8,
ser-trp-glu,C19H24N4O7,C19H24N4O7,CSID16574510,ser-trp-glu,9,
thr-asp-trp,C19H24N4O7,C19H24N4O7,CSID16574640,thr-asp-trp,10,
"N,N-Dihexyl-3-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)benzamide",C25H42BNO3,C25H42BNO3,CSID35036400,"N,N-Dihexyl-3-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)benzamide",1,
1-[(8Z)-8-Heptadecen-1-yl]-2-methyl-9H-carbazol-3-ol,C30H43NO,C30H43NO,CSID24660216,1-[(8Z)-8-Heptadecen-1-yl]-2-methyl-9H-carbazol-3-ol,1,
"N-cyclohexyl-4-oxo-8-(3-propan-2-yl-1,2,4-oxadiazol-5-yl)-1,5-diazacycloundecane-1-carboxamide",C21H35N5O3,C21H35N5O3,1037204,"N-cyclohexyl-4-oxo-8-(3-propan-2-yl-1,2,4-oxadiazol-5-yl)-1,5-diazacycloundecane-1-carboxamide",1,
